name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Timothy Payne,M,137977465,2004-09-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
David Austin,M,418136416,2003-11-05,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Catherine Miles,F,520850685,2004-01-22,Freshman,School of Environmental and Biological Sciences,0,0
Lori Hunter,F,668684547,2002-09-08,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Laurie Harris,F,685543741,2004-01-12,Junior,School of Communication and Information,0,0
Richard Jones,M,432063680,2002-02-27,Sophmore,School of Arts and Sciences,0,0
Timothy Phillips DDS,M,417803994,2001-10-21,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Bryan Jenkins,M,182741452,2003-04-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Brandi Vasquez,F,512877399,2005-09-02,Senior,School of Arts and Sciences,0,0
Tina Ball,F,845289961,2001-03-27,Freshman,Graduate School of Education,0,0
Calvin Stevens,M,889855979,2003-01-06,Junior,School of Graduate Studies,0,0
Donna Brown,F,641041762,2004-09-22,Sophmore,School of Engineering,0,0
Christian Chavez,M,447579041,2001-10-03,Senior,School of Engineering,0,0
Elizabeth Lee,F,124942142,2003-03-12,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Samantha King,F,595232722,2000-06-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Christopher King,M,299114445,2003-06-11,Junior,Graduate School of Applied and Professional Psychology,0,0
Mark Newton,M,778657833,2004-06-27,Freshman,School of Graduate Studies,0,0
Donna French,F,424649694,2002-01-31,Sophmore,School of Communication and Information,0,0
Jaime Johnson,F,980378133,2003-03-22,Sophmore,School of Engineering,0,0
Kevin Gonzalez,M,782017434,2000-07-22,Junior,School of Communication and Information,0,0
Michele Smith,F,530159980,2000-01-22,Sophmore,School of Engineering,0,0
Susan Booth,F,552173750,2004-01-17,Senior,School of Environmental and Biological Sciences,0,0
Nicole Smith,F,707879886,2000-04-07,Sophmore,Graduate School of Education,0,0
Kim Kim,F,200518482,2003-01-30,Junior,Graduate School of Education,0,0
Matthew Price,M,389307126,2001-01-31,Sophmore,School of Engineering,0,0
Molly Hoffman,F,169479216,2000-05-13,Senior,School of Arts and Sciences,0,0
Melinda Henderson,F,352442002,2001-10-05,Sophmore,School of Environmental and Biological Sciences,0,0
Steve Martinez,M,244105964,2003-04-21,Freshman,School of Engineering,0,0
Kathryn Wilson,F,169176651,2002-12-14,Junior,School of Communication and Information,0,0
Clinton Wallace,M,659794500,2000-02-14,Freshman,School of Communication and Information,1,0
Jennifer Hawkins,F,554582984,2002-08-04,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Margaret Jackson,F,553460299,2000-01-02,Freshman,Mason Gross School of the Arts,0,0
Lori Zavala,F,180487019,2001-01-26,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Ashley Phillips,F,674755362,2002-02-05,Senior,Graduate School of Applied and Professional Psychology,0,0
Jordan Holden,M,703626425,2003-03-08,Junior,Graduate School of Education,0,0
Donald Davis,M,869760642,2005-03-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Nicholas Hughes,M,877254016,2004-03-28,Senior,School of Engineering,0,0
Megan Watkins,F,681466748,2002-05-18,Senior,Graduate School of Education,0,0
Elizabeth Khan,F,111719937,2000-05-21,Sophmore,Graduate School of Education,0,0
Thomas Higgins,M,991544869,2003-05-24,Freshman,School of Graduate Studies,0,0
Lance Esparza,M,864848473,2004-03-19,Senior,Mason Gross School of the Arts,0,0
Amanda Johnson,F,592413780,2000-02-26,Senior,School of Communication and Information,0,0
Katie Hernandez,F,463654877,2001-03-30,Sophmore,Graduate School of Education,0,0
Erica Charles,F,247806754,2003-07-27,Freshman,Mason Gross School of the Arts,0,0
Tina Phillips,F,362577513,2000-03-24,Freshman,Graduate School of Applied and Professional Psychology,0,0
Michelle Turner,F,635173600,2000-03-21,Freshman,School of Graduate Studies,0,0
Michael Landry,M,715457736,2003-11-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Bobby Jordan,M,884320130,2005-03-21,Junior,School of Communication and Information,0,0
Allison Cantu,F,604932219,2005-03-09,Senior,Graduate School of Applied and Professional Psychology,0,0
Madeline Rangel,F,313233533,2003-03-12,Junior,School of Engineering,0,0
Adam Griffin,M,104334925,2004-08-21,Senior,School of Environmental and Biological Sciences,0,0
Terry Parker,M,448935632,2003-08-17,Sophmore,School of Communication and Information,0,0
John Nichols,M,860057939,2005-08-19,Junior,School of Arts and Sciences,0,0
David Jones,M,665168374,1999-09-28,Freshman,School of Engineering,0,0
Robert Smith,M,244135128,2001-07-28,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jesse Bradshaw,M,567681644,2003-10-05,Junior,School of Engineering,0,0
Theresa Mcdaniel,F,989350661,2004-11-30,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Todd Evans,M,494628736,2005-05-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Jerry Harrison,M,364901403,2001-11-03,Freshman,School of Engineering,0,1
Dr. Christopher Khan,M,833923489,2003-07-14,Junior,School of Environmental and Biological Sciences,0,0
Cathy Anderson,F,553596183,2001-04-06,Freshman,School of Communication and Information,0,0
Cassandra Russo,F,716686415,2002-07-22,Freshman,School of Engineering,1,0
Cody Meadows,M,847498937,1999-11-11,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Nicole Haas,F,136419018,2004-06-01,Senior,School of Graduate Studies,0,0
Alexander Stanley,M,430422610,2003-05-03,Sophmore,School of Engineering,0,0
Kenneth Zavala,M,297367672,2001-09-07,Junior,School of Engineering,0,0
Heather Garcia,F,152164818,2003-10-31,Senior,School of Environmental and Biological Sciences,0,0
Thomas Caldwell,M,435554950,2000-05-19,Senior,School of Communication and Information,0,0
Rachel Guzman,F,439609242,2002-05-23,Junior,School of Arts and Sciences,0,0
Gabriela Bell,F,650141929,2000-04-03,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Matthew Martinez,M,842478177,2003-10-01,Sophmore,School of Environmental and Biological Sciences,0,0
James Hernandez,M,427068021,2003-07-24,Senior,School of Arts and Sciences,0,0
Samantha Gonzalez,F,194261343,2000-03-14,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Ricardo Wells,M,831679452,2002-06-08,Freshman,School of Arts and Sciences,0,0
Andrew Mason,M,855999086,2005-07-31,Freshman,School of Communication and Information,0,0
Randy Curry,M,414165140,2001-02-03,Sophmore,School of Engineering,0,0
Jamie Curry,M,703607122,2004-05-30,Junior,School of Environmental and Biological Sciences,0,0
Danielle Yates,F,210654970,2004-05-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Teresa Fischer,F,726032306,2002-09-26,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Marcus Robertson,M,408957403,2003-11-02,Junior,Mason Gross School of the Arts,0,0
Zachary Dawson,M,832062698,2002-10-31,Sophmore,School of Arts and Sciences,0,0
Joshua Owens,M,898160481,2004-02-07,Senior,School of Communication and Information,0,0
Diane Carlson,F,874475583,2000-11-04,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Roberto Sanford,M,215063191,2001-03-18,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Brian Torres,M,324817967,2003-03-07,Freshman,School of Communication and Information,0,0
Haley Mcdowell,F,144538154,2003-01-28,Freshman,School of Communication and Information,0,0
Joseph Camacho,M,252377887,2001-12-20,Junior,School of Engineering,0,0
Charlotte Sampson,F,241656824,2000-05-27,Sophmore,School of Arts and Sciences,0,0
Linda Berry,F,654640330,2005-01-15,Senior,School of Engineering,0,0
Cindy Ramirez,F,197501383,2000-08-18,Freshman,School of Environmental and Biological Sciences,0,0
Marcus Chapman,M,546607933,2004-06-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Mr. Joseph Coleman,M,770416370,2003-11-23,Freshman,School of Environmental and Biological Sciences,0,0
Amy Petersen,F,819126354,2004-03-27,Freshman,Graduate School of Education,0,0
Philip Briggs,M,166107279,2000-04-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Marissa Chan,F,195569389,2004-09-27,Junior,School of Communication and Information,0,0
Brandon Winters,M,624415518,2001-09-06,Freshman,School of Arts and Sciences,0,0
Mary Steele,F,381967359,2002-08-20,Sophmore,Mason Gross School of the Arts,0,0
Katherine Munoz,F,801999252,2000-03-10,Junior,School of Engineering,0,0
Jennifer Bullock,F,401116163,2001-01-16,Freshman,School of Graduate Studies,0,0
Ms. Elizabeth Taylor MD,F,192939040,1999-10-04,Junior,School of Engineering,0,0
Todd Reyes,M,604664674,2000-04-29,Freshman,School of Communication and Information,0,0
Christopher Briggs,M,918114098,2003-06-22,Junior,School of Communication and Information,0,0
Edward Ho,M,253070692,2000-12-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeffrey Hunter,M,305605703,2002-05-14,Junior,School of Environmental and Biological Sciences,1,0
Margaret Mejia,F,590587251,2000-07-11,Senior,School of Engineering,0,0
Sydney Bradley,F,449107822,2001-09-12,Junior,School of Engineering,0,0
Brian Davis,M,834107077,1999-11-24,Senior,School of Engineering,0,0
Anna Davis,F,330319177,2002-02-18,Freshman,Graduate School of Education,0,0
Trevor Jensen,M,619773187,2000-03-01,Freshman,School of Communication and Information,0,0
Jose Castillo,M,985060599,2001-05-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Aguirre,M,859022281,2001-08-01,Freshman,School of Environmental and Biological Sciences,0,0
James Edwards,M,211953335,2002-03-23,Freshman,Mason Gross School of the Arts,1,0
Larry Munoz,M,412956204,2001-01-20,Senior,Graduate School of Education,0,0
Kristopher Hernandez,M,681752988,2003-10-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
William Maldonado,M,386717049,2005-06-21,Junior,School of Graduate Studies,0,0
Nicholas Cruz,M,141572897,2000-05-29,Freshman,Graduate School of Education,0,0
Penny Hodges,F,962085907,2005-09-16,Senior,Graduate School of Applied and Professional Psychology,0,0
George Ross,M,686793379,2002-12-17,Senior,School of Environmental and Biological Sciences,0,0
James Johnson,M,205669925,2005-05-05,Freshman,Graduate School of Education,0,0
Diana Ortiz,F,695225747,1999-10-08,Junior,Graduate School of Education,0,0
Shelly Wright,F,250757507,2001-11-06,Sophmore,School of Communication and Information,0,0
Stephanie Carrillo,F,703063950,2000-03-29,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Nathaniel Garcia,M,407923469,2005-05-04,Senior,School of Arts and Sciences,0,0
Brandon Case,M,624577670,2004-02-16,Junior,School of Graduate Studies,0,0
Courtney Sullivan,F,902193033,2003-10-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Amber Miles,F,208336857,2003-11-26,Junior,Mason Gross School of the Arts,0,0
Patricia Kim,F,518287920,2000-09-30,Junior,Graduate School of Education,0,0
Susan Dougherty,F,383916475,2005-06-22,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Michelle Palmer,F,452494962,2004-09-27,Senior,Graduate School of Education,0,0
Timothy Jackson,M,739029567,2002-02-10,Senior,Graduate School of Applied and Professional Psychology,0,0
Johnny Nolan,M,158529098,2002-03-24,Junior,Graduate School of Education,0,0
Andrew Bryant,M,119996339,2003-05-14,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Deanna Lamb,F,927022365,2000-10-30,Sophmore,School of Communication and Information,0,0
Ryan Carpenter,M,120039158,2005-07-24,Freshman,Mason Gross School of the Arts,1,0
William Tucker,M,563525438,2003-03-18,Senior,Graduate School of Education,1,0
Debra Smith,F,334869451,2005-02-21,Senior,Mason Gross School of the Arts,0,0
Miss Nicole Torres,F,334823265,2000-12-23,Freshman,Mason Gross School of the Arts,0,0
Tara Curtis,F,239277795,2005-07-14,Freshman,School of Graduate Studies,0,0
John Snyder,M,207045442,1999-12-24,Junior,School of Arts and Sciences,0,0
Kevin Rodgers,M,135369573,2001-01-10,Sophmore,Graduate School of Education,0,0
Stephen Burton,M,615716208,2004-03-13,Senior,Mason Gross School of the Arts,0,0
Shannon Estrada,F,297591304,2003-08-17,Junior,School of Graduate Studies,0,0
Douglas Taylor,M,232507205,1999-11-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Alyssa Miller,F,595488299,2004-11-10,Freshman,School of Arts and Sciences,0,0
Jonathan Jackson,M,792324364,2004-09-17,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Stanley Wells,M,779668340,2004-03-07,Junior,Graduate School of Education,0,0
Emily Harris,F,238039721,2005-07-19,Sophmore,Mason Gross School of the Arts,0,0
Norma Moreno,F,750373830,2000-07-04,Senior,Mason Gross School of the Arts,1,0
Paul Bryan,M,771534215,2002-11-10,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
William Mckee,M,706767039,2001-04-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Craig Rosales,M,110576377,2005-05-15,Senior,School of Communication and Information,0,0
Amber Porter,F,429645008,2003-03-19,Sophmore,School of Graduate Studies,0,0
Robert Dunlap,M,735336075,2002-01-11,Senior,Mason Gross School of the Arts,0,0
Vincent Middleton,M,178678395,1999-11-09,Freshman,Graduate School of Education,0,0
Tanya Black,F,591419063,2004-12-25,Freshman,School of Environmental and Biological Sciences,0,0
Amber Osborn,F,528957546,2003-09-28,Sophmore,School of Environmental and Biological Sciences,0,0
Ashley Williams,F,413054272,2002-02-17,Sophmore,School of Engineering,0,0
Lori Rodriguez,F,237079260,2003-01-28,Sophmore,School of Graduate Studies,0,0
Michelle Best,F,383774915,2003-08-26,Senior,Mason Gross School of the Arts,0,0
Bryan Mccullough,M,910837585,1999-12-05,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Stanley Huerta,M,430891835,1999-12-27,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Joseph Johnston,M,883097016,2002-12-24,Senior,School of Communication and Information,0,0
Kristina Taylor,F,840976317,2003-04-19,Freshman,Mason Gross School of the Arts,0,0
Janice Deleon,F,634708608,2004-10-03,Freshman,School of Engineering,0,0
Isaiah Price,M,485449424,2003-08-24,Junior,School of Graduate Studies,0,0
Sonia Stone,F,538201541,1999-11-19,Senior,School of Environmental and Biological Sciences,0,0
Linda Day,F,438026366,2000-05-09,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Juan Jones,M,963973847,2003-05-30,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Danielle Lang,F,788562300,2000-10-07,Senior,School of Communication and Information,0,0
Gloria Kelly,F,286075596,2002-06-22,Sophmore,School of Graduate Studies,0,0
Kyle Shah,M,676682040,2003-03-09,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Shannon Fischer,F,327461922,2003-05-01,Senior,School of Environmental and Biological Sciences,0,0
Brandon Gallegos,M,370469297,2002-10-31,Freshman,School of Arts and Sciences,0,0
Thomas Rose,M,548090487,2003-06-07,Junior,Graduate School of Applied and Professional Psychology,0,0
Joseph Mercer,M,256903695,2004-05-04,Senior,School of Graduate Studies,0,0
Susan Shelton,F,992990449,2000-08-09,Sophmore,Mason Gross School of the Arts,0,0
Alexander Hill,M,426766550,2002-11-14,Junior,School of Environmental and Biological Sciences,0,0
Erik Frank,M,598187921,2000-06-23,Senior,School of Environmental and Biological Sciences,0,0
Martha Russell,F,177066831,2002-05-13,Junior,Mason Gross School of the Arts,0,0
Michelle Andrews,F,810497332,2000-03-23,Junior,Graduate School of Education,0,0
Teresa Garner,F,925647917,2004-05-14,Junior,Graduate School of Education,0,0
Daniel Holloway,M,324773916,2000-08-14,Freshman,Graduate School of Applied and Professional Psychology,0,0
Frederick Hamilton,M,836411916,2000-10-30,Senior,School of Arts and Sciences,0,0
Jill Hebert,F,996277667,2005-05-18,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Thomas Meyer,M,979100009,1999-11-14,Junior,School of Graduate Studies,0,0
Kyle Fernandez,M,892653004,2001-11-04,Freshman,School of Graduate Studies,1,0
Sarah Wolfe,F,154826092,2004-12-18,Junior,School of Environmental and Biological Sciences,0,0
Sharon Arnold,F,238079420,2001-11-02,Sophmore,School of Communication and Information,0,0
Kylie Harris,F,968539194,2001-02-14,Senior,School of Arts and Sciences,0,0
Patrick Maldonado,M,260719040,2003-07-26,Senior,School of Engineering,0,0
Steven Young,M,508772267,2000-08-27,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Robert Travis,M,234944695,2002-03-11,Junior,School of Communication and Information,0,0
Stephanie Cohen,F,595695306,2005-03-24,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Andrew Maynard,M,699421377,2004-02-08,Junior,School of Graduate Studies,1,0
Mary Henderson,F,311743591,2000-01-14,Freshman,School of Communication and Information,0,0
