name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preference
Linda Hill,F,522010699,2000-06-30,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[769844711, 833294867, 764201347]"
James Rowe,M,228274100,2004-09-23,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'MZH'],Apartment,1,1,1,6000-8000,8000,[]
Mark Erickson,M,479384708,2003-03-02,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'WS' 'NCA'],Suite,1,1,1,6000-8000,8000,"[810699839, 584867832, 866441958]"
David Smith,M,994501914,2005-09-22,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MRS' 'BS'],Suite,1,1,1,4000-6000,6000,"[766583020, 177221259, 648108177]"
Mary Daniels,F,966941383,2005-08-25,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'TS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[135966731, 129938410, 189753001]"
Matthew Silva,M,173064579,2005-01-21,Sophomore,School of Communication and Information,0,0,['JS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000,"[916675197, 806527020, 499874811]"
Jeffrey Bennett,M,852515127,2003-09-18,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000,"[764072919, 865866326, 662211582]"
Monica Grant,F,270513642,2003-10-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000,"[696847715, 697549198, 397231753]"
William Stone,M,653230053,2000-02-11,Sophomore,School of Social Work,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,11000,"[323586818, 938037308, 258154932]"
Brian Hamilton,M,207808917,2001-05-17,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'RA'],Apartment,1,1,1,8000-11000,10000,"[482802117, 199357519, 755065356]"
Chelsea Wallace,F,950932661,2005-07-07,Senior,School of Engineering,0,0,['NCA' 'SA' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
David Beasley,M,964043281,2003-04-21,Sophomore,School of Communication and Information,0,0,['SA' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000,"[684215526, 285562516, 622293280]"
Michael Freeman,M,391495948,2002-12-07,Sophomore,School of Arts and Sciences,0,0,['NCA' 'TS' 'BS'],Apartment,1,1,1,8000-11000,11000,"[549201805, 918021700, 534240301]"
Angela Becker,F,755076214,2004-09-11,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Mr. Mark Chaney,M,462653694,2001-12-03,Senior,School of Communication and Information,0,1,['BS' 'NCA' 'TS'],Apartment,1,0,1,8000-11000,10000,"[305752971, 499345141, 817711022]"
Karen Bennett,F,666973182,2004-01-31,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Danielle Johnston,F,817313583,2005-09-11,Freshman,School of Engineering,0,0,['SA' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Charles Campos,M,671223101,2004-12-26,Sophomore,School of Arts and Sciences,0,1,['MS' 'BS' 'NCA'],Suite,1,1,1,6000-8000,7000,"[951429083, 460016874, 326766637]"
Jennifer Craig,F,751134684,2000-12-01,Freshman,School of Arts and Sciences,0,0,['JS' 'RA' 'CS'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[451313276, 563691538, 864937221]"
Vincent Patterson,M,768900206,2005-01-09,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'BH'],Apartment,1,1,1,4000-6000,5000,"[348286228, 861983564, 691318377]"
Debra Payne,F,255973537,2005-07-08,Sophomore,School of Social Work,0,1,['NCA' 'JS' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[346468418, 701415738, 559261931]"
Michael Smith,M,296393042,2001-11-21,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['BS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,"[588943368, 193887973, 811954177]"
Nicholas Kim,M,135045235,2004-06-26,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Apartment,1,1,1,8000-11000,11000,"[713833131, 849126159, 771253926]"
Christopher Christian,M,110733036,2002-07-12,Junior,School of Engineering,0,0,['RA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,11000,"[131783200, 941118108, 804629910]"
Brandon Moses,M,132614065,2002-09-02,Sophomore,Mason Gross School of the Arts,1,1,['AH' 'SA' 'JS'],Apartment,1,1,1,6000-8000,7000,"[845013605, 101190470, 958636785]"
Zachary Heath,M,172184955,2004-08-26,Freshman,School of Arts and Sciences,0,0,['MH' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[381949595, 563808565, 206780141]"
Susan Phillips,F,691358330,2000-12-13,Freshman,School of Engineering,0,0,['SA' 'AH' 'BH'],Suite,1,1,1,8000-11000,11000,"[464605662, 537746714, 255886968]"
William Fisher,M,322247686,2004-08-19,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000,"[347808558, 134237426, 284169389]"
Brian Gallegos,M,957356733,2004-12-02,Freshman,School of Management and Labor Relations,0,1,['MZH' 'MS' 'BS'],Apartment,1,1,1,8000-11000,10000,"[765983429, 747448459, 644234531]"
Shaun Chen,M,845843404,2000-05-04,Sophomore,School of Arts and Sciences,0,0,['JS' 'MH' 'BS'],Suite,1,1,1,8000-11000,11000,"[848499130, 842036815, 406817170]"
David Carroll,M,449835607,2001-08-18,Freshman,School of Communication and Information,0,0,['MZH' 'BH' 'MS'],Apartment,1,1,1,4000-6000,6000,"[251533978, 669584936, 645606030]"
Jacqueline Novak,F,306932212,2004-09-03,Sophomore,School of Arts and Sciences,0,1,['TS' 'BS' 'NCA'],Suite,1,1,1,6000-8000,7000,"[717893821, 860816423, 697962719]"
Steven Robinson,M,944086782,2003-06-30,Sophomore,School of Arts and Sciences,0,0,['CS' 'MH' 'MS'],Suite,1,1,1,4000-6000,6000,"[716253372, 214271803, 746944233]"
Jordan Guzman,M,598335973,2004-01-18,Freshman,Mason Gross School of the Arts,0,0,['BH' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[700557119, 627694752, 675249077]"
Tracey Thompson,F,916461168,2003-05-08,Freshman,School of Communication and Information,0,0,['BS' 'RA' 'SA'],Apartment,1,1,0,4000-6000,6000,"[981059568, 764803835, 725361469]"
Deborah Williams,F,690611174,2000-10-25,Sophomore,School of Social Work,0,0,['MRS' 'BS' 'MS'],Apartment,1,1,1,8000-11000,11000,[]
Kyle Howe,M,272844899,2005-04-29,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'MZH' 'RA'],Traditional Residence Hall,1,0,1,8000-11000,11000,"[757575545, 703180033, 284822587]"
Chris Maldonado,M,913534284,2002-11-02,Sophomore,School of Arts and Sciences,0,0,['JS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[732781885, 625506040, 828873956]"
Shelby Garcia,F,474886058,2004-12-22,Freshman,School of Social Work,0,1,['BS' 'JS' 'MZH'],Suite,1,1,1,8000-11000,10000,[]
Beth Phillips,F,421001989,2000-01-31,Sophomore,School of Engineering,0,0,['SA' 'NCA' 'TS'],Apartment,1,1,1,8000-11000,11000,"[783037811, 176750436, 186770057]"
Brianna Smith,F,107245720,2000-01-02,Sophomore,School of Engineering,0,0,['JS' 'SA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[660871555, 263215754, 198356412]"
Steven Massey,M,612128821,2005-08-29,Freshman,School of Arts and Sciences,0,1,['BS' 'BH' 'CS'],Suite,1,1,1,6000-8000,7000,"[432384513, 389815964, 426175896]"
Stephanie Johnson,F,601417081,2004-09-04,Senior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000,"[387072581, 331307146, 562234484]"
Amanda Lopez,F,998773712,2004-08-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'CS'],Suite,1,1,1,6000-8000,7000,[]
Amanda Howard,F,266215472,2000-01-11,Sophomore,School of Environmental and Biological Sciences,0,0,['JS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[384351425, 916952323, 419105701]"
Deanna Richardson,F,349259891,2000-03-18,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'CS' 'NCA'],Suite,1,1,1,4000-6000,6000,"[479217510, 782751857, 873854050]"
Lauren Roberts,F,999427260,2001-09-28,Sophomore,School of Arts and Sciences,0,1,['SA' 'RA' 'BS'],Suite,1,1,1,8000-11000,10000,"[231964011, 819167501, 794218923]"
Dylan Robinson,M,832945720,2001-08-28,Junior,School of Engineering,0,0,['WS' 'BS' 'NCA'],Suite,1,1,1,6000-8000,8000,"[263453601, 892898396, 981778144]"
Steven Olson,M,289744516,2000-07-27,Freshman,School of Arts and Sciences,0,0,['MS' 'MZH' 'MRS'],Suite,1,1,1,4000-6000,6000,[]
Mark Smith MD,M,595673799,2004-10-24,Sophomore,School of Social Work,0,0,['MH' 'SA' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Linda Strickland,F,568186514,2000-12-24,Sophomore,School of Environmental and Biological Sciences,0,1,['MZH' 'MRS' 'BS'],Suite,1,1,1,8000-11000,10000,"[994513382, 416451625, 331350784]"
Joseph Davis,M,584659188,2000-05-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'MS'],Apartment,1,0,1,4000-6000,6000,[]
Marco Clark,M,726791385,2003-05-09,Senior,School of Arts and Sciences,0,0,['RA' 'MS' 'MZH'],Suite,1,0,1,6000-8000,8000,"[735147406, 959828077, 832795708]"
Austin Miller,M,610687400,2003-08-04,Freshman,School of Engineering,0,0,['BS' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,6000,[]
Randy Rios,M,780763974,2001-04-24,Freshman,School of Engineering,0,0,['NCA' 'WS' 'BH'],Apartment,1,1,1,4000-6000,6000,"[656174954, 760807908, 339374882]"
Michelle Whitaker,F,711805850,2000-12-15,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'AH' 'MRS'],Apartment,1,1,1,4000-6000,6000,[]
Patrick Ramos,M,848217602,2002-05-21,Junior,Mason Gross School of the Arts,0,0,['RA' 'MRS' 'SA'],Suite,1,1,1,6000-8000,8000,[]
Arthur Wade,M,794218923,2003-08-06,Junior,Mason Gross School of the Arts,0,0,['MS' 'RA' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[773514408, 118008349, 947191554]"
April Lambert,F,233032263,2000-04-22,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000,"[221045378, 482138007, 890917536]"
Michael Gardner,M,593540781,2005-09-17,Sophomore,School of Communication and Information,0,0,['SA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000,[]
Meghan Smith,F,852048696,2003-05-07,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'CS' 'BS'],Traditional Residence Hall,1,1,0,4000-6000,6000,[]
Jessica Garcia,F,144901213,2003-11-10,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'TS'],Apartment,1,0,1,4000-6000,6000,[]
Jeffrey Russo,M,582909693,2001-12-20,Senior,School of Arts and Sciences,0,1,['BS' 'WS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,7000,"[175188449, 164229751, 804070113]"
Ernest Sanchez,M,400497540,2001-02-25,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000,[]
Robert Curry,M,891767493,2001-09-06,Junior,School of Social Work,0,0,['SA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Jessica Mccoy,F,188390471,2004-07-01,Junior,School of Arts and Sciences,0,0,['SA' 'CS' 'JS'],Suite,1,1,0,8000-11000,11000,[]
Robin White,F,428746195,2001-03-16,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,10000,"[144149314, 414121763, 829631739]"
Devin Hull,M,488614846,2000-03-10,Sophomore,School of Communication and Information,1,1,['NCA' 'SA' 'MS'],Apartment,1,1,1,4000-6000,5000,"[536237318, 526044634, 584643803]"
Cameron Fisher,M,281933273,2003-03-11,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'JS'],Suite,1,0,1,4000-6000,6000,"[409077682, 913058751, 600760735]"
John Patel,M,754102724,2005-04-22,Freshman,School of Communication and Information,0,0,['BS' 'MZH' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Shawn Wagner,M,769297180,2000-01-14,Junior,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Suite,1,1,1,4000-6000,6000,"[412342987, 258774250, 112008901]"
Samantha Jackson,F,972993757,2000-08-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[855311905, 216356650, 583870405]"
Sean Bowen,M,640598300,2005-06-30,Junior,School of Environmental and Biological Sciences,0,1,['WS' 'MH' 'SA'],Apartment,1,1,1,4000-6000,5000,"[984481619, 579445396, 791777362]"
Danny Cummings,M,917824678,2005-08-06,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000,"[191144609, 285562516, 850970626]"
Andrea Wood,F,164229751,2003-06-23,Senior,School of Communication and Information,0,0,['BS' 'MRS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[593367465, 724823803, 509201510]"
Christine Johnson,F,979597445,2002-12-20,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'BH'],Suite,1,1,1,6000-8000,8000,[]
Robin Bennett,F,748382020,2001-03-18,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'MRS' 'BS'],Apartment,1,1,1,6000-8000,8000,"[467613378, 736275603, 499252698]"
Brittany Smith,F,849201399,2003-10-10,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'AH'],Apartment,1,1,1,4000-6000,6000,"[855593943, 426175896, 296856190]"
John Pope,M,827819339,2003-08-24,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'CS' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Christopher Ryan,M,265479723,2003-07-25,Freshman,School of Engineering,0,1,['CS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,10000,[]
Eric Cooper,M,334096825,2004-08-24,Freshman,School of Communication and Information,0,1,['BH' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000,"[108482610, 537766320, 645492458]"
Curtis Byrd,M,108562444,2000-07-28,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,5000,[]
Elizabeth Valdez,F,617369906,2003-03-13,Freshman,School of Arts and Sciences,0,1,['MZH' 'BS' 'SA'],Suite,1,1,1,8000-11000,10000,[]
Sarah Rivera,F,894980073,2001-02-14,Junior,Mason Gross School of the Arts,0,1,['WS' 'RA' 'MH'],Suite,1,1,1,6000-8000,7000,"[666973182, 805947846, 765180741]"
Christine Mcgee,F,971170710,2002-08-22,Sophomore,School of Arts and Sciences,0,1,['CS' 'MH' 'NCA'],Suite,1,1,1,8000-11000,10000,"[541160551, 955981719, 270638944]"
Chris Lucas,M,167990559,2000-06-11,Senior,School of Engineering,0,1,['BS' 'MH' 'MRS'],Suite,1,1,0,6000-8000,7000,[]
Kara Bridges,F,375887008,2003-05-23,Junior,School of Arts and Sciences,0,0,['AH' 'BS' 'MRS'],Apartment,1,1,1,8000-11000,11000,"[628409697, 517989810, 809822817]"
Anthony Mckee,M,755167076,2004-04-20,Freshman,School of Engineering,0,0,['NCA' 'WS' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Katie Kirk,F,675249077,2001-11-09,Freshman,School of Arts and Sciences,0,0,['NCA' 'CS' 'MRS'],Suite,1,1,1,8000-11000,11000,[]
Vanessa Jones,F,541226650,2003-07-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'TS' 'SA'],Suite,1,1,1,4000-6000,6000,"[791944366, 957356733, 158776096]"
Chelsea Allen,F,532648085,2003-11-04,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'CS' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Tommy Harvey,M,571200022,2004-06-19,Freshman,Mason Gross School of the Arts,0,0,['AH' 'BS' 'JS'],Suite,1,1,1,4000-6000,6000,"[136470847, 731841701, 650911837]"
Joshua Bridges,M,414675619,2005-06-05,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,0,4000-6000,6000,[]
Rose Cain,F,333299612,2002-06-01,Sophomore,School of Environmental and Biological Sciences,0,0,['AH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Jason Wyatt,M,412342987,2004-08-31,Junior,School of Arts and Sciences,1,0,['RA' 'WS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[947260467, 346108269, 652103056]"
Jason Whitaker,M,850508450,2001-06-26,Senior,School of Arts and Sciences,0,0,['MS' 'MZH' 'AH'],Apartment,1,1,1,4000-6000,6000,"[277519225, 361863787, 937772782]"
Robert Howell,M,386824052,2002-08-11,Junior,Mason Gross School of the Arts,0,0,['JS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[165400082, 326124072, 919761463]"
Stephen Contreras,M,222814860,2001-03-08,Freshman,School of Engineering,0,1,['TS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,[]
Vincent Smith,M,395458394,2003-08-27,Sophomore,School of Arts and Sciences,1,0,['SA' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Nancy Thornton,F,600758128,2001-05-09,Sophomore,School of Communication and Information,0,1,['RA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,10000,"[500368108, 126651930, 750011506]"
Linda Cooper,F,737164616,2000-03-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'SA' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Devon Hopkins DDS,M,783021442,2004-07-29,Freshman,School of Arts and Sciences,0,0,['MS' 'CS' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[171783620, 312109282, 355778969]"
Stephen Woodard,M,878767090,2004-09-04,Freshman,School of Arts and Sciences,0,0,['SA' 'WS' 'MZH'],Apartment,1,0,1,8000-11000,11000,"[705822408, 116072483, 381902079]"
Timothy Wallace,M,737953104,2005-03-20,Junior,School of Social Work,0,0,['SA' 'MRS' 'JS'],Suite,1,1,1,4000-6000,6000,"[746277197, 888863378, 246832654]"
Brittany Miller,F,899178751,2003-09-24,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'BH'],Apartment,1,1,1,6000-8000,8000,"[200067637, 258778725, 570999434]"
Amy Anderson,F,692424585,2005-05-29,Junior,School of Arts and Sciences,0,0,['SA' 'WS' 'MRS'],Suite,1,1,1,4000-6000,6000,"[269362932, 831526848, 936319474]"
Cynthia Stone,F,146795845,2004-04-02,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[791429585, 434477855, 395680005]"
Lori Phillips,F,389925098,2002-09-22,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000,"[805228330, 289699551, 760948202]"
Brittany Brandt,F,844791161,2004-09-08,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'MRS'],Suite,1,1,1,6000-8000,8000,"[254344930, 122044457, 642721722]"
Scott Miller,M,391254371,2000-08-14,Freshman,School of Communication and Information,0,0,['RA' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,11000,"[720064760, 320023959, 808197099]"
Aaron Robertson,M,159223818,2003-06-19,Sophomore,School of Management and Labor Relations,0,0,['RA' 'NCA' 'WS'],Suite,1,1,1,4000-6000,6000,[]
David Gonzalez,M,176217281,2003-10-24,Sophomore,School of Engineering,0,1,['SA' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,10000,"[971583463, 298065826, 612049467]"
David Barnett,M,702569076,2000-01-14,Junior,Mason Gross School of the Arts,0,0,['CS' 'TS' 'BS'],Apartment,1,1,1,8000-11000,11000,"[678982168, 429967964, 459952666]"
Cynthia Woods,F,420826916,2003-11-01,Freshman,School of Arts and Sciences,0,0,['WS' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,"[243516218, 557328560, 833294867]"
Manuel Morris,M,218669543,2002-07-09,Freshman,School of Arts and Sciences,0,1,['AH' 'RA' 'BS'],Suite,1,1,1,4000-6000,5000,"[582289889, 227668483, 793642221]"
Christine Cortez,F,793779894,2003-04-28,Junior,Mason Gross School of the Arts,0,1,['RA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,5000,"[625506040, 729250414, 215134753]"
Derek Hawkins,M,263453601,2004-06-10,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'TS'],Suite,1,1,1,6000-8000,8000,"[851740320, 967773841, 179297855]"
Christopher Smith,M,937442693,2002-10-24,Freshman,Mason Gross School of the Arts,0,0,['JS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,11000,"[936375632, 346377779, 875075542]"
Donald Clayton,M,868142833,2002-10-15,Senior,School of Management and Labor Relations,0,0,['SA' 'BS' 'BH'],Apartment,1,1,0,4000-6000,6000,"[998642952, 717141419, 754259648]"
Katrina Wallace,F,743818316,2001-01-05,Sophomore,School of Environmental and Biological Sciences,0,1,['RA' 'NCA' 'TS'],Suite,1,1,1,8000-11000,10000,"[601200208, 480622041, 495849205]"
Monica Johnson,F,298087124,2000-06-11,Freshman,Mason Gross School of the Arts,0,0,['RA' 'CS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[951757537, 431033320, 617309643]"
Joseph Graves,M,566174285,2001-08-27,Freshman,School of Engineering,0,0,['TS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,8000,"[314950092, 556789879, 293734983]"
Eric Mendoza,M,673875685,1999-11-17,Junior,School of Arts and Sciences,0,1,['MRS' 'RA' 'CS'],Suite,1,0,1,4000-6000,5000,"[749137036, 536831237, 316663207]"
Dr. Johnny Rodriguez,M,671679252,2004-02-15,Senior,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Suite,1,1,1,6000-8000,7000,"[788877594, 972993757, 323611765]"
Michael Burns,M,831873640,2005-03-28,Freshman,School of Environmental and Biological Sciences,0,0,['MZH' 'NCA' 'TS'],Suite,1,1,1,8000-11000,11000,[]
Juan Galvan,M,873073602,2000-07-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,11000,"[618138658, 322051087, 168086844]"
Alexander Mendoza,M,357220035,2000-05-28,Junior,School of Environmental and Biological Sciences,0,0,['WS' 'JS' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[222962578, 357446386, 732747537]"
Cheryl Cruz,F,241014069,2000-07-22,Junior,School of Environmental and Biological Sciences,0,1,['NCA' 'MH' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,7000,"[603355892, 925579396, 231462904]"
Heather Branch,F,627425351,2000-12-30,Sophomore,School of Environmental and Biological Sciences,0,0,['TS' 'SA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Rachel Robinson,F,805947846,2001-05-16,Junior,School of Arts and Sciences,0,0,['MH' 'SA' 'BS'],Suite,1,0,1,8000-11000,11000,"[976017608, 552820372, 288824448]"
