name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
George Thomas,M,101327041,2001-06-01,Sophomore,School of Arts and Sciences,0,1,['BS' 'MH' 'NCA'],Apartment,1,1,1,4000-6000,5000
Todd Vega,M,455699184,2005-05-29,Sophomore,School of Environmental and Biological Sciences,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,6000-8000,7000
Brenda Hernandez,F,260886361,2004-10-05,Junior,School of Arts and Sciences,0,1,['AH' 'MH' 'TS'],Suite,1,1,1,6000-8000,7000
Jessica Reese,F,906759676,2001-05-13,Junior,School of Communication and Information,0,0,['BS' 'NCA' 'CS'],Apartment,1,1,1,4000-6000,6000
Sharon Moore,F,112281577,2004-10-03,Junior,School of Engineering,0,0,['BS' 'RA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000
Charles Saunders,M,106131139,2004-09-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'NCA' 'JS'],Suite,1,1,1,4000-6000,6000
Jacob Cummings,M,612770036,2002-03-11,Sophomore,School of Arts and Sciences,0,1,['RA' 'MRS' 'SA'],Apartment,1,1,1,8000-11000,10000
Andrew Jones,M,454524595,2002-04-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000
Megan Fernandez,F,992884496,2002-04-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'WS'],Suite,1,1,1,4000-6000,6000
Andrew Smith,M,652079093,2003-04-15,Freshman,Mason Gross School of the Arts,0,0,['WS' 'MS' 'SA'],Apartment,1,1,1,4000-6000,6000
Wayne Wagner,M,121162584,2002-11-07,Junior,School of Communication and Information,0,0,['CS' 'BS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000
Karen Bell,F,351637945,2005-03-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BH' 'MRS'],Apartment,1,0,0,4000-6000,6000
Jessica Martinez MD,F,622874902,2005-07-07,Freshman,School of Arts and Sciences,0,0,['WS' 'BH' 'MZH'],Suite,1,1,1,4000-6000,6000
Alexandra Gomez,F,749219508,2001-03-27,Freshman,School of Arts and Sciences,0,1,['BH' 'MS' 'SA'],Apartment,1,1,1,4000-6000,5000
Justin Deleon,M,516227995,1999-10-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'MH'],Suite,1,0,1,4000-6000,6000
Terry Garrison,M,590604525,2001-02-28,Freshman,School of Social Work,0,0,['TS' 'RA' 'MH'],Suite,1,1,1,6000-8000,8000
Rachel Montgomery,F,973574387,2005-05-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'MH'],Apartment,1,1,1,4000-6000,5000
Austin Brock,M,303369543,1999-11-21,Junior,School of Arts and Sciences,0,0,['NCA' 'MS' 'SA'],Apartment,1,1,1,4000-6000,6000
Don Paul,M,975684962,2002-12-30,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'SA' 'RA'],Apartment,1,1,1,6000-8000,8000
Holly Pacheco,F,798129674,2005-07-05,Junior,School of Management and Labor Relations,0,0,['BS' 'MH' 'SA'],Apartment,1,1,1,6000-8000,8000
Jessica Raymond,F,874051471,2004-11-10,Senior,School of Arts and Sciences,0,1,['BS' 'SA' 'AH'],Apartment,1,1,1,4000-6000,5000
Jeremy Henry,M,916857836,2000-06-28,Freshman,School of Social Work,0,0,['JS' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000
Gene Gutierrez,M,638262350,2002-09-15,Sophomore,School of Arts and Sciences,0,0,['MRS' 'BS' 'MH'],Suite,1,1,1,4000-6000,6000
Travis Carroll,M,430784870,2003-05-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'BS'],Apartment,1,1,1,6000-8000,8000
Nancy Kemp,F,137493983,2004-09-03,Senior,School of Arts and Sciences,0,0,['AH' 'SA' 'MS'],Apartment,1,1,1,4000-6000,6000
Emily Lopez,F,434636084,1999-10-14,Senior,School of Arts and Sciences,0,1,['RA' 'TS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,7000
Jason Peterson,M,343921577,2003-02-05,Senior,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,8000
Charles Adams,M,120916936,2004-07-22,Senior,School of Arts and Sciences,1,1,['SA' 'BS' 'RA'],Suite,1,1,1,8000-11000,10000
Scott Parker,M,511100411,2004-11-04,Junior,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,11000
Ricky Johnson,M,996118909,2005-09-20,Senior,School of Arts and Sciences,0,1,['BS' 'WS' 'MH'],Suite,1,1,1,8000-11000,10000
Michelle Faulkner,F,215035146,2002-07-10,Sophomore,School of Arts and Sciences,0,0,['AH' 'JS' 'BH'],Suite,1,1,1,8000-11000,11000
Kevin Ruiz,M,541549369,2004-12-22,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,7000
Joseph Edwards,M,710666805,2003-10-29,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'MH' 'RA'],Apartment,1,1,1,8000-11000,11000
Lindsey Miller,F,168439676,2001-03-07,Junior,School of Social Work,0,1,['SA' 'RA' 'NCA'],Suite,1,1,1,8000-11000,10000
Kristen Morgan,F,154450902,2000-11-30,Junior,School of Arts and Sciences,0,1,['RA' 'JS' 'MH'],Suite,1,1,1,8000-11000,10000
Renee Martinez,F,730747942,2005-06-07,Sophomore,School of Engineering,0,0,['MH' 'TS' 'BS'],Suite,1,1,1,4000-6000,6000
Jason Mcdonald,M,873184250,2001-09-23,Senior,Mason Gross School of the Arts,0,1,['BS' 'MRS' 'NCA'],Apartment,1,1,1,6000-8000,7000
Melissa Keller,F,883348944,2001-01-26,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000
Sara Bird,F,283904900,2004-08-13,Freshman,School of Arts and Sciences,0,1,['TS' 'MZH' 'AH'],Apartment,1,1,1,4000-6000,5000
Eric Bell,M,168531887,2004-12-24,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'MRS' 'MH'],Apartment,1,1,1,4000-6000,6000
David Chavez,M,412194563,2004-12-13,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'BS'],Apartment,1,1,1,6000-8000,8000
Benjamin Hurley,M,939277637,2005-04-14,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BH' 'BS'],Apartment,1,1,0,6000-8000,8000
Franklin Parker,M,203707185,2002-03-21,Freshman,School of Management and Labor Relations,0,0,['SA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000
Michael Phillips,M,611009827,2000-01-21,Freshman,School of Arts and Sciences,0,1,['TS' 'BS' 'BH'],Apartment,1,1,1,4000-6000,5000
Ashley Williams,F,787297649,2001-01-27,Sophomore,School of Engineering,0,1,['MS' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,10000
Matthew Smith,M,866058549,2000-12-07,Sophomore,School of Arts and Sciences,0,1,['RA' 'NCA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,10000
Daniel Thomas,M,761528972,2000-04-16,Sophomore,School of Environmental and Biological Sciences,0,0,['JS' 'RA' 'MS'],Suite,1,1,1,4000-6000,6000
Kathy Evans,F,595119724,2005-07-25,Freshman,School of Engineering,0,0,['JS' 'SA' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,11000
Ana Moore DVM,F,818286197,2004-12-19,Sophomore,School of Arts and Sciences,0,0,['BS' 'WS' 'TS'],Apartment,1,1,1,8000-11000,11000
Carol Roberts,F,893415804,2001-03-16,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,8000
Michael Maldonado,M,656926209,2004-03-16,Junior,School of Arts and Sciences,0,0,['RA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,11000
Angela Alexander,F,220324123,2003-04-30,Sophomore,School of Arts and Sciences,0,0,['RA' 'MZH' 'SA'],Suite,1,0,1,6000-8000,8000
Michelle Li,F,926124331,2002-01-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'MZH' 'MH'],Apartment,1,1,1,4000-6000,5000
Kevin Miles,M,933990447,2004-07-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'RA' 'SA'],Apartment,1,1,1,8000-11000,11000
John Barnes MD,M,932461742,2000-11-12,Freshman,School of Arts and Sciences,0,1,['CS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Mark Summers,M,608552621,2004-12-28,Senior,School of Arts and Sciences,0,0,['NCA' 'WS' 'BS'],Suite,1,1,1,4000-6000,6000
Gary Moreno,M,541900152,2001-09-23,Junior,School of Arts and Sciences,0,0,['MH' 'AH' 'SA'],Suite,1,1,0,4000-6000,6000
Christopher Faulkner,M,309144291,2001-08-05,Freshman,School of Social Work,0,0,['SA' 'BH' 'NCA'],Suite,1,1,1,4000-6000,6000
Jessica Espinoza,F,317845315,2001-06-06,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'MS'],Suite,1,1,1,4000-6000,5000
Margaret Mosley,F,395742506,2003-06-18,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Apartment,1,1,1,4000-6000,6000
Allison Rose,F,847793616,2000-01-12,Freshman,School of Arts and Sciences,0,1,['BS' 'MRS' 'NCA'],Suite,1,0,1,6000-8000,7000
Patrick Ortiz,M,759661425,2000-12-23,Freshman,School of Engineering,0,1,['NCA' 'JS' 'RA'],Suite,1,1,1,6000-8000,7000
Maria Brandt,F,670896521,2005-05-31,Sophomore,Mason Gross School of the Arts,1,0,['NCA' 'BS' 'MS'],Suite,1,1,1,8000-11000,11000
Joseph Thomas,M,974548260,2003-02-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'AH' 'BS'],Suite,1,1,0,6000-8000,8000
Lisa Morales,F,588831103,2005-08-08,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['MS' 'BS' 'JS'],Suite,1,1,1,4000-6000,5000
Cynthia Evans,F,227406392,2004-03-10,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'WS' 'BS'],Apartment,1,1,1,6000-8000,8000
Ashley Barker,F,386958087,1999-11-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'RA'],Suite,1,1,1,8000-11000,10000
Adam Browning,M,468148411,2002-07-18,Sophomore,School of Communication and Information,0,1,['CS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,5000
Lindsey Noble,F,572260361,2004-10-25,Freshman,School of Communication and Information,0,0,['BS' 'JS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,8000
Nathan Rodriguez,M,494986410,2005-03-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'TS'],Suite,1,1,1,8000-11000,11000
Douglas Bryant,M,580591836,2005-09-21,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'JS' 'BH'],Apartment,1,1,1,6000-8000,8000
Sandra Hernandez,F,775141964,2004-05-01,Freshman,School of Arts and Sciences,0,0,['NCA' 'CS' 'AH'],Suite,1,1,1,4000-6000,6000
Derrick Cooper,M,305005613,2000-05-21,Junior,School of Arts and Sciences,0,0,['MS' 'RA' 'SA'],Apartment,1,1,1,4000-6000,6000
Michael Villarreal,M,124452507,2003-12-20,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'SA'],Apartment,1,1,1,6000-8000,7000
Jonathan Rojas,M,996181210,2001-10-02,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,11000
Patricia Green,F,533796247,2002-03-03,Junior,School of Engineering,1,0,['BS' 'RA' 'AH'],Apartment,1,1,1,8000-11000,11000
Andrew Elliott,M,284953302,2000-04-02,Junior,School of Arts and Sciences,0,0,['BH' 'TS' 'CS'],Suite,1,1,0,4000-6000,6000
Patrick Cowan,M,974310519,2002-06-08,Freshman,School of Engineering,0,0,['BH' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000
Andrew Pitts,M,561357820,2005-02-11,Freshman,School of Social Work,0,1,['CS' 'AH' 'NCA'],Apartment,1,1,1,6000-8000,7000
Caleb Cooper,M,347927381,2003-04-23,Sophomore,School of Arts and Sciences,0,0,['BH' 'CS' 'BS'],Apartment,1,1,1,6000-8000,8000
Daniel Bowen,M,798029650,2002-03-16,Junior,School of Communication and Information,0,1,['CS' 'SA' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,7000
Rebecca Watson,F,785502431,2000-03-27,Freshman,School of Engineering,0,1,['NCA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,5000
Jonathan Morgan,M,949697078,2002-09-25,Junior,School of Arts and Sciences,0,1,['MRS' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,5000
Hannah Cross,F,531933085,2003-12-27,Sophomore,School of Arts and Sciences,0,1,['MH' 'RA' 'MS'],Suite,1,1,1,4000-6000,5000
Brittney Tapia,F,366902600,1999-10-07,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'MZH' 'NCA'],Suite,1,1,1,6000-8000,8000
Andrea Davis,F,135224194,2005-05-26,Junior,School of Communication and Information,0,1,['JS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,10000
Carolyn Howard,F,603513673,2004-02-11,Sophomore,School of Social Work,0,1,['SA' 'NCA' 'MS'],Traditional Residence Hall,1,0,1,4000-6000,5000
Brenda Watts,F,743600259,2000-10-14,Senior,School of Communication and Information,0,0,['SA' 'RA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Susan Wright,F,281547187,2001-05-09,Freshman,School of Arts and Sciences,0,0,['JS' 'MRS' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,6000
Jamie Hunter,F,300265505,2002-12-04,Sophomore,School of Social Work,0,0,['BS' 'RA' 'CS'],Suite,1,1,1,8000-11000,11000
Cindy Merritt,F,389866526,2001-01-02,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'SA' 'RA'],Suite,1,1,1,6000-8000,8000
Katherine Mcdonald,F,257008166,2002-09-23,Freshman,School of Communication and Information,0,0,['MZH' 'MS' 'SA'],Apartment,1,1,1,4000-6000,6000
Paul Anthony,M,705387116,2002-02-22,Sophomore,School of Arts and Sciences,1,1,['RA' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Chad Simpson,M,866117844,2001-02-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'NCA'],Apartment,1,1,1,8000-11000,11000
Angela Austin,F,662497085,2003-03-16,Sophomore,School of Arts and Sciences,0,1,['MS' 'NCA' 'MZH'],Suite,1,0,1,8000-11000,10000
Timothy Eaton,M,561893864,2000-10-02,Sophomore,School of Communication and Information,1,1,['AH' 'SA' 'MH'],Apartment,1,0,1,4000-6000,5000
Rebecca Stevens,F,604061349,2003-08-12,Senior,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,1,1,6000-8000,8000
Cody Smith,M,363577104,2000-12-23,Sophomore,School of Arts and Sciences,0,0,['WS' 'BH' 'MH'],Apartment,1,1,1,6000-8000,8000
Dustin Medina,M,236778967,2003-08-19,Senior,Mason Gross School of the Arts,0,0,['MH' 'AH' 'JS'],Apartment,1,1,1,6000-8000,8000
Sandra Mcmahon,F,556713859,2001-02-20,Sophomore,School of Management and Labor Relations,0,1,['BH' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Jesus Leach,M,329159267,2000-07-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'MRS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Gary Davis,M,642459585,2002-02-08,Freshman,School of Engineering,0,0,['WS' 'MRS' 'RA'],Suite,1,0,1,8000-11000,11000
Christine Owens,F,591658496,2003-01-15,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'SA'],Apartment,1,1,1,8000-11000,10000
Julia Simmons,F,265047851,2004-11-26,Freshman,School of Arts and Sciences,0,0,['AH' 'WS' 'BH'],Apartment,1,1,1,6000-8000,8000
Joseph York,M,392118770,2003-12-10,Senior,School of Communication and Information,0,0,['NCA' 'BH' 'WS'],Suite,1,1,1,4000-6000,6000
Mary Ward,F,657456636,1999-11-03,Freshman,Mason Gross School of the Arts,0,1,['MZH' 'AH' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Ms. Brianna Baker DDS,F,530024417,2005-08-08,Junior,School of Management and Labor Relations,0,1,['RA' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,10000
Laura Thompson,F,476873269,2005-05-04,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Apartment,1,1,0,8000-11000,11000
Mr. Tyler Davis,M,899001475,2002-02-26,Freshman,School of Engineering,0,1,['BS' 'AH' 'NCA'],Apartment,1,1,1,4000-6000,5000
Rita Schmitt,F,546910194,2002-07-30,Sophomore,School of Arts and Sciences,0,0,['SA' 'BH' 'RA'],Suite,1,1,1,8000-11000,11000
Tonya Johnson,F,628434131,2001-11-26,Junior,School of Communication and Information,0,0,['BS' 'TS' 'NCA'],Suite,1,1,1,4000-6000,6000
Justin Morrison,M,781168863,2004-07-06,Senior,School of Arts and Sciences,0,1,['CS' 'NCA' 'MH'],Suite,1,1,1,6000-8000,7000
Michael Kim,M,120833016,2000-03-29,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'BH' 'MS'],Apartment,1,1,1,8000-11000,11000
Sandra Clark,F,755561901,2004-10-28,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'MRS'],Suite,1,1,1,8000-11000,11000
Lonnie Clark,M,627325003,2002-12-07,Freshman,School of Communication and Information,0,0,['NCA' 'SA' 'BH'],Apartment,1,1,1,8000-11000,11000
Anthony Long,M,179376510,2000-05-06,Sophomore,School of Communication and Information,0,0,['WS' 'MRS' 'MZH'],Suite,1,1,1,4000-6000,6000
Drew Vega,M,707773190,2004-05-09,Sophomore,School of Environmental and Biological Sciences,1,1,['SA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000
Sydney Marshall,F,235811903,2000-01-05,Senior,Mason Gross School of the Arts,0,0,['BS' 'MZH' 'RA'],Suite,1,0,1,8000-11000,11000
Amanda Stephens,F,305131921,2005-09-04,Junior,School of Arts and Sciences,0,0,['NCA' 'WS' 'TS'],Apartment,1,1,1,8000-11000,11000
Jason Peters,M,331394565,2000-06-17,Sophomore,School of Environmental and Biological Sciences,1,0,['SA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000
Ryan Acevedo,M,327301481,2001-10-26,Junior,School of Management and Labor Relations,0,1,['NCA' 'WS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,10000
Paul Kennedy,M,967996373,2004-11-13,Sophomore,School of Arts and Sciences,1,0,['MZH' 'NCA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Evan Hensley,M,950082244,2000-03-12,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,5000
Christopher Burch,M,700555897,2004-09-05,Senior,School of Environmental and Biological Sciences,0,0,['TS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
Olivia Chang,F,821662901,2003-06-02,Freshman,School of Engineering,0,0,['WS' 'CS' 'MS'],Apartment,1,1,1,8000-11000,11000
Frederick Silva,M,435611153,2003-12-25,Freshman,School of Social Work,0,0,['BH' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,11000
Samuel Kane,M,538611173,2001-06-16,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,6000
Stephen Vaughn,M,413530216,2004-02-26,Junior,School of Arts and Sciences,0,0,['SA' 'MZH' 'MRS'],Apartment,1,1,1,4000-6000,6000
Christopher Wood,M,701794924,2001-11-23,Junior,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'WS'],Suite,1,1,1,4000-6000,6000
Linda Joyce,F,815464778,2001-02-05,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'TS'],Apartment,1,1,1,8000-11000,11000
Aaron Brown,M,285578888,1999-10-01,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000
Trevor Hernandez,M,785736610,2000-07-04,Junior,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Apartment,1,1,0,6000-8000,8000
Michael Hebert,M,378398370,2002-05-28,Freshman,School of Arts and Sciences,0,1,['RA' 'MS' 'BS'],Suite,1,1,1,4000-6000,5000
Anthony Kelley,M,246534353,2001-09-06,Junior,School of Arts and Sciences,0,1,['RA' 'AH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000
Jermaine Floyd,M,597247731,2003-08-23,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000
Charles Evans,M,985717854,2002-04-20,Junior,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,6000
Michael Simmons,M,240255849,2004-08-09,Freshman,School of Management and Labor Relations,0,0,['TS' 'WS' 'SA'],Apartment,1,1,1,4000-6000,6000
Rodney Nelson,M,680631533,2002-08-21,Sophomore,School of Engineering,0,1,['SA' 'RA' 'MRS'],Apartment,1,1,1,4000-6000,5000
Micheal Jones MD,M,481020352,2002-10-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,10000
Philip Chambers,M,572825851,2002-02-04,Junior,School of Arts and Sciences,0,1,['NCA' 'MS' 'BS'],Suite,1,1,1,6000-8000,7000
Jennifer Johnson,F,222269306,2000-03-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'NCA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Jennifer Wolfe,F,594806753,2004-02-12,Freshman,School of Communication and Information,0,0,['MZH' 'SA' 'BH'],Suite,1,1,1,8000-11000,11000
Rebecca Ramirez,F,617308267,2004-09-17,Freshman,Mason Gross School of the Arts,0,1,['SA' 'MS' 'CS'],Apartment,1,1,1,4000-6000,5000
Alan Long,M,296136013,2002-11-27,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,6000
Andrew Brown,M,151934394,2002-03-24,Freshman,Mason Gross School of the Arts,0,0,['RA' 'TS' 'SA'],Apartment,1,1,1,8000-11000,11000
Grant Reed,M,256911334,2003-11-09,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000
Jeremiah Rosales,M,876768320,2003-09-23,Freshman,School of Arts and Sciences,0,0,['MH' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,8000
Kathleen Washington,F,987085080,2001-05-24,Senior,School of Communication and Information,0,1,['AH' 'BS' 'JS'],Suite,1,0,0,4000-6000,5000
Richard Baker,M,739770006,2002-08-14,Sophomore,School of Management and Labor Relations,0,1,['CS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,7000
Leah Palmer,F,803792904,2004-05-04,Freshman,School of Arts and Sciences,0,1,['WS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,10000
Christian Wood,M,867404812,1999-10-19,Freshman,School of Arts and Sciences,0,1,['BH' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,5000
Ethan Grant,M,603333760,2004-10-18,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'RA'],Apartment,1,1,1,8000-11000,10000
Darlene Alexander,F,712987399,2003-01-25,Senior,School of Communication and Information,0,1,['TS' 'MH' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,7000
Karen Porter,F,644697070,2003-07-06,Senior,School of Arts and Sciences,0,0,['BS' 'WS' 'TS'],Apartment,1,1,1,8000-11000,11000
Matthew Morgan,M,433363032,2000-12-07,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,11000
Matthew Hogan,M,695452295,2000-03-11,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000
Carl Haney,M,800446884,2005-09-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'RA'],Apartment,1,0,1,4000-6000,6000
Michael Gardner,M,969517664,1999-11-29,Sophomore,School of Communication and Information,0,0,['MH' 'CS' 'SA'],Suite,1,1,1,4000-6000,6000
Abigail Hammond,F,710266426,2001-03-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
David Lopez,M,604157630,2001-07-29,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'SA' 'BS'],Suite,1,1,1,6000-8000,7000
