name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Sharon Yu DVM,F,389745977,2004-10-21,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[716082638, 793034166]"
Samuel Gomez,M,325759546,2003-08-28,Sophomore,School of Arts and Sciences,0,0,['CS' 'BS' 'BH'],Apartment,1,0,1,4000-6000,6000,"[211413426, 708432692]"
Timothy Lee,M,652904764,2003-08-29,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[211560602, 853783916]"
Sarah Washington,F,769303407,2000-07-20,Sophomore,School of Communication and Information,0,1,['RA' 'BS' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,5000,"[684172934, 262357134]"
Benjamin Horton,M,197480837,2001-05-01,Sophomore,School of Engineering,0,0,['RA' 'JS' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[722863214, 221504291]"
Denise Dixon,F,119747611,2001-07-03,Senior,School of Arts and Sciences,0,1,['SA' 'MZH' 'BH'],Suite,1,1,1,8000-11000,10000,"[167976705, 662884050]"
Kimberly Haynes,F,599489030,2004-01-30,Junior,School of Social Work,0,0,['AH' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,6000,[874161631]
Michael Jensen,M,882150017,2003-07-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[653505433]
Randall Cooper,M,266717311,2000-10-17,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'WS'],Suite,1,1,1,4000-6000,6000,"[912977954, 759956074]"
Kimberly Lara,F,887759983,2001-01-30,Freshman,School of Environmental and Biological Sciences,0,0,['WS' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[656878466, 291648342]"
John Taylor,M,977155471,2005-01-27,Freshman,Mason Gross School of the Arts,0,0,['TS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[987532201, 197137710]"
Kyle Luna,M,442491219,2001-06-05,Freshman,School of Arts and Sciences,0,1,['WS' 'RA' 'MZH'],Traditional Residence Hall,1,1,0,4000-6000,5000,"[963429393, 531068916]"
Heidi Juarez,F,948705900,2000-12-26,Sophomore,School of Engineering,1,0,['NCA' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,"[641282097, 860407190]"
Mr. Robert Jones,M,987085984,2003-02-03,Junior,School of Social Work,0,1,['MRS' 'SA' 'NCA'],Suite,1,1,1,6000-8000,7000,"[587269625, 607811822]"
Nicole Heath,F,340592682,2001-10-19,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MS' 'CS'],Suite,1,1,1,8000-11000,11000,"[146521649, 975539128]"
Sergio Webster,M,591281018,2005-07-17,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Apartment,1,1,1,6000-8000,8000,"[248381338, 777485828]"
Hannah Marshall,F,390114708,2004-10-13,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[855412750, 136004462]"
Timothy Arias,M,332928885,2000-10-14,Junior,School of Arts and Sciences,0,0,['BH' 'BS' 'CS'],Suite,1,1,1,8000-11000,11000,[136137162]
Amanda Garrett,F,766561565,2005-01-23,Sophomore,School of Environmental and Biological Sciences,0,0,['BH' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[869579689, 830752138]"
Courtney Johnson,F,295643317,2000-09-15,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[525592567]
Thomas Lyons,M,947179908,2004-11-07,Sophomore,School of Social Work,0,1,['BH' 'JS' 'BS'],Suite,1,0,1,6000-8000,7000,"[133015615, 809333679]"
Robert Blackwell,M,146657111,2001-09-02,Freshman,School of Management and Labor Relations,0,0,['MRS' 'NCA' 'CS'],Suite,1,1,1,8000-11000,11000,[317300713]
Steven Guerra,M,208503390,2004-01-23,Sophomore,School of Communication and Information,0,0,['AH' 'MRS' 'BS'],Suite,1,1,1,8000-11000,11000,"[592325348, 961560717]"
Kathleen Mcguire,F,598332039,2002-12-01,Junior,Rutgers Business School–Newark and New Brunswick,1,0,['MZH' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000,"[157998884, 120105743]"
Trevor Walls,M,944852316,2001-08-24,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,8000,[968146818]
Arthur Mcpherson,M,228411652,2005-03-11,Sophomore,School of Arts and Sciences,0,0,['JS' 'BS' 'NCA'],Traditional Residence Hall,1,1,0,8000-11000,11000,"[147155026, 464249059]"
Michael Marks,M,784226208,2004-08-28,Junior,School of Management and Labor Relations,0,0,['SA' 'MS' 'MZH'],Suite,1,1,1,4000-6000,6000,[384347422]
Alison Murphy,F,698605485,2002-11-24,Sophomore,School of Arts and Sciences,0,0,['SA' 'MS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[700143357, 909016313]"
Albert Hale,M,903573133,2001-11-26,Freshman,School of Engineering,0,0,['BS' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[243017540]
Jane Thomas,F,151542953,2005-05-03,Junior,School of Arts and Sciences,0,0,['CS' 'MS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[703576332]
Samantha Ramos,F,794173910,2001-12-04,Junior,School of Arts and Sciences,0,0,['MS' 'BS' 'RA'],Apartment,1,1,1,6000-8000,8000,[301168904]
Jesus Evans,M,988698758,2002-01-11,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'MZH'],Apartment,1,1,1,8000-11000,11000,[208414011]
Heidi Bauer,F,179321692,2000-10-20,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'JS'],Suite,1,0,1,4000-6000,6000,"[658498124, 178831941]"
Leslie Miller,F,964438804,2005-03-29,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'RA' 'MH'],Suite,1,1,1,6000-8000,7000,"[473985118, 908097871]"
Gerald Gordon,M,250353205,2003-01-23,Freshman,School of Arts and Sciences,0,0,['MS' 'SA' 'CS'],Apartment,1,1,1,8000-11000,11000,"[568117663, 819325773]"
Joe Price MD,M,182036828,1999-12-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'RA' 'WS'],Apartment,1,1,1,8000-11000,10000,"[875731747, 579990001]"
Dustin Jones,M,882439237,2005-01-24,Junior,School of Arts and Sciences,0,0,['AH' 'MRS' 'WS'],Suite,1,1,1,4000-6000,6000,[206111556]
Teresa Wheeler,F,954914834,2000-12-08,Freshman,School of Engineering,0,1,['SA' 'MS' 'BS'],Traditional Residence Hall,1,1,0,6000-8000,7000,"[980196004, 832999117]"
Diana Pearson,F,601521804,2004-06-20,Freshman,School of Engineering,0,0,['MH' 'NCA' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[248157469, 898011561]"
Lonnie Riddle,M,214400542,2000-01-03,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[369977967, 175230790]"
Joel Sanders,M,448203702,2003-10-25,Freshman,School of Management and Labor Relations,0,0,['WS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000,[129730812]
Catherine Cross,F,698315437,2000-03-25,Junior,School of Arts and Sciences,0,0,['BS' 'JS' 'RA'],Suite,1,1,1,4000-6000,6000,"[308302424, 751566582]"
Larry Robbins,M,232070001,1999-11-19,Sophomore,School of Arts and Sciences,0,1,['TS' 'RA' 'MS'],Suite,1,1,1,8000-11000,10000,"[917776069, 762805802]"
Andrew Perez,M,337144503,2002-02-11,Sophomore,School of Communication and Information,0,0,['BS' 'MZH' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[803087671, 308555868]"
Jenna Tran,F,654196306,2005-09-14,Sophomore,School of Arts and Sciences,0,0,['TS' 'MH' 'BS'],Apartment,1,1,1,4000-6000,6000,"[676529170, 872074900]"
Mary Hodges,F,150723558,2004-11-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'NCA' 'MZH'],Suite,1,1,1,6000-8000,7000,[670874246]
Mary Burton,F,796778777,2001-07-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MZH' 'SA'],Apartment,1,1,1,4000-6000,6000,"[654825580, 789474224]"
Donald Cobb,M,478821925,2004-07-19,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'NCA'],Apartment,1,1,1,4000-6000,5000,[869887308]
Elizabeth Salazar,F,801760945,2004-04-25,Freshman,School of Communication and Information,0,0,['NCA' 'MS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[968576998, 847013736]"
Nathaniel Kennedy,M,652484575,2004-03-01,Junior,School of Management and Labor Relations,0,0,['BS' 'MRS' 'RA'],Suite,1,1,1,6000-8000,8000,"[667852157, 502792867]"
Jennifer Mcdonald,F,328517873,2000-09-18,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000,[576602228]
Javier Ortiz,M,640206018,2000-07-23,Sophomore,School of Communication and Information,0,0,['AH' 'SA' 'MH'],Apartment,1,1,1,4000-6000,6000,[640641424]
Victoria Patel,F,811476716,2001-03-01,Freshman,Mason Gross School of the Arts,0,1,['CS' 'BS' 'RA'],Suite,1,1,1,4000-6000,5000,[112985332]
Laura Lee,F,437492654,2001-04-22,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'CS' 'NCA'],Suite,1,1,1,8000-11000,10000,"[944391568, 711630989]"
Joshua Best,M,845452233,2001-08-22,Senior,School of Social Work,0,0,['BS' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[106818401, 655511745]"
Danny Mack,M,574791663,2000-11-11,Junior,School of Social Work,0,0,['BS' 'SA' 'JS'],Apartment,1,1,1,8000-11000,11000,[256907200]
Raymond Hudson,M,363350904,2001-02-01,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'AH' 'BS'],Apartment,1,1,1,4000-6000,5000,[743974735]
Melissa Beasley,F,741470978,2003-05-30,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[564836835, 418323326]"
Beth Hayes,F,636045720,2005-04-11,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[571217267, 788707875]"
Joseph Daniels,M,161356971,2003-03-19,Freshman,School of Social Work,0,1,['SA' 'MS' 'MH'],Apartment,1,1,1,4000-6000,5000,[259027967]
Sheila Hogan,F,909235406,2004-03-26,Senior,School of Arts and Sciences,0,0,['NCA' 'RA' 'WS'],Suite,1,1,1,4000-6000,6000,[441524155]
Tina Miller,F,642753524,2003-05-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,10000,"[110805887, 668942312]"
Janice Clay,F,626617979,2003-02-26,Sophomore,School of Social Work,0,0,['SA' 'MRS' 'RA'],Suite,1,1,1,4000-6000,6000,"[972947142, 687071266]"
Brett Snyder,M,298044360,2003-01-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'BS' 'TS'],Suite,1,1,1,4000-6000,6000,"[465787494, 396988776]"
Lisa Buchanan,F,910752817,2002-10-18,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'MH'],Apartment,1,1,1,8000-11000,11000,"[532812164, 842017322]"
Kathleen Lawson,F,423342243,2003-03-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'MZH'],Suite,1,1,1,4000-6000,6000,[817540306]
Kenneth King,M,807295215,2000-11-11,Junior,School of Arts and Sciences,0,1,['TS' 'JS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,7000,"[663234269, 746813871]"
Dawn Powell MD,F,501856980,2005-07-14,Junior,School of Arts and Sciences,0,1,['CS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,10000,"[331749875, 178301890]"
Mark Johnson,M,941515282,2004-09-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[267265799, 349043348]"
Dr. Kevin Carter MD,M,747005230,2004-12-05,Sophomore,School of Arts and Sciences,0,0,['SA' 'MRS' 'NCA'],Apartment,1,1,1,4000-6000,6000,[849268771]
Martha Bennett,F,294305088,2003-07-10,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MS'],Suite,1,1,1,8000-11000,11000,[467878941]
Dr. Matthew Houston PhD,M,955617304,2001-07-08,Sophomore,School of Management and Labor Relations,0,0,['RA' 'NCA' 'SA'],Suite,1,0,1,4000-6000,6000,"[571010137, 931613549]"
Chelsea Hardy,F,424775036,1999-09-30,Freshman,School of Arts and Sciences,1,0,['RA' 'MZH' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[509767615]
Lori Clayton,F,980196004,2000-09-02,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000,"[954914834, 832999117]"
Sarah Hernandez,F,339830004,2003-07-27,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'MH'],Apartment,1,1,1,6000-8000,7000,"[636355188, 782942270]"
Michael Gibson,M,464627755,2002-10-13,Freshman,School of Arts and Sciences,0,0,['CS' 'RA' 'BS'],Suite,1,0,1,8000-11000,11000,"[921400593, 532219326]"
Mark Perkins,M,679140765,2003-03-06,Senior,School of Arts and Sciences,0,0,['CS' 'RA' 'MS'],Apartment,1,1,1,8000-11000,11000,"[814006109, 516078925]"
Cameron Williams,M,414665363,2004-02-06,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MS' 'MZH'],Apartment,1,1,1,4000-6000,6000,[888250653]
Jessica Ayala,F,236177452,2000-01-01,Freshman,Mason Gross School of the Arts,0,0,['WS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000,"[743625790, 145668373]"
Michael Garcia,M,497906413,2003-03-05,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Suite,1,1,1,4000-6000,6000,"[849362331, 100377899]"
Anthony Peterson,M,283429478,2003-03-01,Freshman,School of Engineering,0,0,['BS' 'NCA' 'WS'],Suite,1,1,1,8000-11000,11000,"[561012054, 358207419]"
Peter Moreno,M,877891592,2000-07-14,Freshman,School of Communication and Information,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[334968702, 762156137]"
Jennifer Barker,F,602194485,2004-11-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'RA' 'BH'],Apartment,1,1,0,8000-11000,10000,"[979319061, 800829093]"
Leonard Patton,M,724454371,2003-09-24,Senior,School of Arts and Sciences,1,1,['AH' 'CS' 'RA'],Apartment,1,1,1,8000-11000,10000,[556876019]
Todd Lopez,M,196064017,2002-05-23,Freshman,School of Arts and Sciences,0,1,['AH' 'MRS' 'RA'],Suite,1,1,1,4000-6000,5000,[692878085]
Juan Davis,M,139548341,2004-09-21,Senior,School of Communication and Information,0,1,['BS' 'RA' 'SA'],Apartment,1,1,1,4000-6000,5000,[411714016]
Bradley Howard,M,786958623,2000-07-17,Junior,School of Arts and Sciences,0,1,['CS' 'BH' 'NCA'],Suite,1,0,1,4000-6000,5000,"[371082363, 942873596]"
Miguel Roberson,M,322943535,2002-02-28,Senior,School of Communication and Information,0,0,['RA' 'BH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[610805192, 598129220]"
Rhonda Sellers,F,587820966,2001-01-10,Sophomore,Mason Gross School of the Arts,0,1,['MS' 'SA' 'MH'],Suite,1,1,1,4000-6000,5000,"[669076933, 272995963]"
Kelly Kelly,F,880340866,2005-08-07,Sophomore,School of Arts and Sciences,0,1,['AH' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[666661510, 180272439]"
Ms. Patricia Cunningham PhD,F,890388660,2002-05-03,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'WS'],Apartment,1,1,1,6000-8000,8000,"[735200232, 849202179]"
Carla Kelly,F,732872202,2001-07-03,Sophomore,School of Communication and Information,0,0,['RA' 'AH' 'BH'],Apartment,1,1,1,4000-6000,6000,"[605660917, 582453816]"
Chad Hopkins,M,465389668,2001-02-22,Freshman,School of Communication and Information,0,0,['RA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[459528889, 203135935]"
Kaitlin Smith,F,807023301,2004-02-15,Sophomore,School of Environmental and Biological Sciences,0,0,['CS' 'TS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[991179700, 873862264]"
Kathleen Winters,F,244454744,2004-08-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'CS'],Suite,1,1,1,8000-11000,11000,"[600081451, 870548654]"
Tyler Davis,M,805558083,2000-08-20,Sophomore,School of Social Work,0,1,['SA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,10000,[842939004]
Catherine Manning,F,716813429,2000-12-07,Sophomore,School of Arts and Sciences,0,1,['MS' 'TS' 'BS'],Suite,1,1,1,6000-8000,7000,[512867988]
Kristen Hodge,F,635737422,2004-02-25,Freshman,School of Communication and Information,0,1,['MS' 'MRS' 'TS'],Apartment,1,1,1,8000-11000,10000,"[828866305, 408692360]"
Tanya Porter,F,603550781,2005-07-27,Junior,Mason Gross School of the Arts,0,0,['BS' 'WS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[630815018, 441878079]"
Natalie Moran,F,841753123,2000-07-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,11000,"[548581237, 422949854]"
Christian Weeks,M,941320660,2002-04-09,Junior,Mason Gross School of the Arts,0,0,['MS' 'MZH' 'SA'],Suite,1,1,1,6000-8000,8000,"[320386531, 656017069]"
Zachary Harvey,M,234712102,2003-05-15,Junior,School of Arts and Sciences,0,0,['JS' 'BS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[580156205, 582860257]"
Paul Gonzalez,M,706398047,2004-03-29,Junior,School of Arts and Sciences,0,1,['BS' 'MH' 'RA'],Apartment,1,1,1,8000-11000,10000,[155626523]
Adam Wong,M,350573414,2004-07-13,Sophomore,School of Social Work,0,0,['JS' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000,"[514101528, 794340638]"
George Garcia,M,124989245,2005-05-24,Sophomore,School of Environmental and Biological Sciences,0,1,['CS' 'MH' 'BS'],Suite,1,1,1,4000-6000,5000,[142226236]
Jennifer Day,F,813740623,2000-10-25,Freshman,School of Management and Labor Relations,0,1,['RA' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,10000,"[692878085, 196064017]"
Joseph Lopez,M,923126790,2001-06-13,Sophomore,School of Communication and Information,0,0,['NCA' 'SA' 'BH'],Suite,1,1,1,6000-8000,8000,"[316912938, 147142097]"
Leslie Ramsey,F,142226236,2005-03-27,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,"[557640288, 124989245]"
Diane Jackson,F,868044556,2001-04-08,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,[130200618]
Courtney Baker,F,965672163,2002-02-04,Freshman,School of Communication and Information,0,1,['MZH' 'WS' 'NCA'],Suite,1,1,1,4000-6000,5000,[171230417]
Michael Fleming,M,954636420,2004-04-21,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MRS' 'JS'],Apartment,1,1,1,4000-6000,5000,[336127364]
Christopher Rodriguez,M,656062486,2001-11-27,Freshman,Mason Gross School of the Arts,0,0,['MRS' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000,"[839821189, 114667904]"
Christine Moody,F,432618829,2003-07-26,Sophomore,School of Communication and Information,0,1,['JS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,10000,"[845989808, 329677600]"
Troy Hansen,M,111731221,2001-11-29,Sophomore,School of Communication and Information,0,0,['CS' 'RA' 'AH'],Suite,1,0,1,4000-6000,6000,"[627270050, 990701893]"
David Rich,M,342925174,2001-09-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BS' 'RA'],Suite,1,1,1,8000-11000,10000,"[192728189, 778211283]"
Tyler Ramos,M,459528889,2000-12-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'SA' 'AH'],Apartment,1,1,1,8000-11000,10000,"[465389668, 203135935]"
Crystal Martin,F,480189275,2004-07-22,Senior,School of Arts and Sciences,0,1,['MRS' 'MZH' 'TS'],Apartment,1,1,1,4000-6000,5000,"[798443258, 228115965]"
Angelica Hernandez,F,322540241,2001-06-20,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000,"[669428700, 141963547]"
Brian Cooley,M,809569063,2003-08-11,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[157214508, 104353879]"
Austin Page,M,227013385,2003-04-19,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'SA' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[994841079]
Leslie Hawkins,F,850334732,2003-11-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'JS'],Apartment,1,0,1,8000-11000,11000,[776122841]
Donna Meyers,F,351743483,2005-09-23,Freshman,School of Arts and Sciences,0,0,['WS' 'MS' 'TS'],Apartment,1,1,1,8000-11000,11000,[481473512]
Maria Boone,F,648890036,2000-02-29,Freshman,School of Arts and Sciences,0,0,['BH' 'AH' 'MS'],Apartment,1,1,1,8000-11000,11000,"[517970728, 487402664]"
David Hall,M,948624276,2001-10-28,Junior,School of Arts and Sciences,0,0,['SA' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[132217400, 524014973]"
Danny Scott,M,984207829,2003-12-17,Junior,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'MS'],Suite,1,1,1,8000-11000,11000,"[944807885, 272128750]"
Daniel Williamson,M,405918830,2003-09-30,Junior,School of Arts and Sciences,0,0,['MZH' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[965188688, 425164532]"
Samuel Carter,M,509235878,2003-07-28,Sophomore,School of Communication and Information,0,0,['TS' 'SA' 'MH'],Suite,1,0,1,4000-6000,6000,"[605256207, 177245508]"
Derek Martinez,M,404461758,2004-06-30,Freshman,School of Arts and Sciences,0,0,['AH' 'MZH' 'RA'],Suite,1,1,1,4000-6000,6000,[745522676]
Raymond Martin,M,232127137,2004-06-27,Sophomore,School of Arts and Sciences,0,1,['BS' 'MZH' 'MS'],Apartment,1,0,1,8000-11000,10000,[587261587]
Melanie Miller,F,547239609,2003-05-31,Freshman,School of Arts and Sciences,0,0,['MZH' 'WS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[558771118, 846015339]"
Shannon Clark,F,945144475,2000-07-07,Sophomore,School of Arts and Sciences,0,0,['BS' 'JS' 'MZH'],Apartment,1,1,1,6000-8000,8000,[213178528]
Jessica Martinez,F,531540585,2002-08-12,Junior,School of Engineering,0,0,['BS' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[601621020]
Sandra Morgan,F,883958773,2004-11-23,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'WS'],Apartment,1,1,1,4000-6000,6000,[268626755]
Gregg Smith,M,728629782,2004-12-13,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[737609307, 989286386]"
Caleb Knox,M,309814305,2005-04-15,Sophomore,School of Communication and Information,1,0,['CS' 'BS' 'WS'],Apartment,1,1,1,4000-6000,6000,[388259195]
