,name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
1359,Angel Stevens,F,644041509,2003-04-14,Freshman,School of Social Work,0,0,['WS' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
1360,Patricia Chandler,F,224176168,2003-12-08,Freshman,School of Environmental and Biological Sciences,0,1,['MS' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,7000
1361,Oscar Vargas,M,474612040,2001-06-05,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'CS'],Apartment,1,1,1,4000-6000,6000
1362,Lydia Parker,F,117722589,2004-12-14,Freshman,School of Communication and Information,0,0,['RA' 'JS' 'NCA'],Apartment,1,1,1,6000-8000,8000
1363,Yolanda Hunt,F,232634769,2003-11-19,Junior,School of Arts and Sciences,0,0,['TS' 'NCA' 'RA'],Suite,1,0,1,4000-6000,6000
1364,Lauren Moore,F,872878663,2003-04-04,Junior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'BS'],Apartment,1,1,1,6000-8000,8000
1365,Erica Wilson,F,735331562,2001-07-10,Sophomore,School of Engineering,0,1,['WS' 'BS' 'MS'],Apartment,1,1,0,6000-8000,7000
1366,Jeremy Welch,M,199926093,2002-01-05,Junior,School of Arts and Sciences,0,1,['CS' 'RA' 'SA'],Suite,1,1,1,4000-6000,5000
1367,David Jackson,M,262644953,1999-10-05,Sophomore,School of Engineering,0,0,['MZH' 'NCA' 'RA'],Apartment,1,0,1,6000-8000,8000
1368,Richard Chan,M,965281214,2004-12-14,Sophomore,School of Engineering,0,1,['NCA' 'MZH' 'MH'],Suite,1,1,0,8000-11000,10000
1369,Jane Ingram,F,750147194,2002-12-19,Freshman,School of Engineering,0,0,['RA' 'MRS' 'SA'],Suite,1,1,1,4000-6000,6000
1370,John Thomas,M,391209531,2002-01-10,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,11000
1371,Gary Oconnor,M,505699038,2000-10-07,Junior,School of Arts and Sciences,0,0,['AH' 'MZH' 'NCA'],Suite,1,0,1,6000-8000,8000
1372,Brenda Cox,F,652198023,2003-03-28,Freshman,School of Social Work,0,1,['BS' 'JS' 'MZH'],Suite,1,1,1,4000-6000,5000
1373,Tonya Edwards,F,140202750,1999-12-30,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'WS'],Apartment,1,1,1,6000-8000,7000
1374,Mallory Roman,F,271423507,2002-11-01,Freshman,School of Arts and Sciences,0,0,['WS' 'BS' 'TS'],Suite,1,1,1,4000-6000,6000
1375,Joshua Randall,M,639610133,2004-08-02,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'NCA' 'RA'],Suite,1,0,1,4000-6000,6000
1376,Jodi Schwartz,F,877570458,2001-07-19,Senior,Mason Gross School of the Arts,0,1,['NCA' 'BH' 'BS'],Suite,1,1,1,4000-6000,5000
1377,Betty Becker,F,935191922,2002-07-25,Junior,School of Management and Labor Relations,0,0,['CS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000
1378,Kevin Sharp,M,290241849,2001-06-29,Freshman,School of Engineering,0,1,['NCA' 'MRS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000
1379,Travis Hines,M,722023960,2000-06-26,Freshman,School of Social Work,0,0,['BH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000
1380,David Smith,M,829115205,2003-02-04,Senior,Mason Gross School of the Arts,0,1,['NCA' 'RA' 'SA'],Apartment,1,1,1,8000-11000,10000
1381,Manuel Mccall,M,571301131,2005-07-29,Sophomore,School of Communication and Information,0,1,['WS' 'RA' 'MS'],Apartment,1,1,1,6000-8000,7000
1382,Martin Grimes,M,558471431,2001-05-30,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000
1383,Megan Dorsey,F,129195097,2002-12-19,Sophomore,School of Arts and Sciences,0,1,['SA' 'CS' 'WS'],Apartment,1,1,1,6000-8000,7000
1384,James Fox,M,956469494,2002-12-25,Freshman,School of Engineering,0,0,['AH' 'BS' 'WS'],Apartment,1,1,1,4000-6000,6000
1385,Jamie Jones,F,353115053,2001-12-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'AH' 'CS'],Traditional Residence Hall,1,1,1,6000-8000,8000
1386,Audrey Carpenter,F,520236219,2001-05-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000
1387,Michael Montoya,M,284891796,2000-06-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'AH' 'SA'],Apartment,1,1,1,4000-6000,6000
1388,Jacqueline Livingston,F,608067884,2002-11-16,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MZH'],Suite,1,1,1,6000-8000,8000
1389,Robert Walters,M,388343747,2000-10-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'CS' 'BH'],Apartment,1,1,1,8000-11000,11000
1390,Kristine Camacho,F,226915722,2004-12-27,Junior,School of Communication and Information,0,0,['RA' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000
1391,Tammy Perez,F,707705054,2004-06-13,Junior,School of Engineering,1,0,['BS' 'MZH' 'JS'],Apartment,1,1,1,4000-6000,6000
1392,Jonathan Vasquez,M,821187078,2003-10-29,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000
1393,Jessica Moore,F,908696944,2002-09-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'BH'],Suite,1,1,1,8000-11000,11000
1394,Ann Bennett,F,594542124,2001-08-02,Sophomore,School of Environmental and Biological Sciences,0,0,['MRS' 'AH' 'WS'],Apartment,1,1,1,8000-11000,11000
1395,Kevin Lucas,M,191475604,2000-12-16,Junior,School of Engineering,0,0,['MZH' 'SA' 'BS'],Suite,1,0,1,4000-6000,6000
1396,Preston Mata,M,849360210,2004-12-17,Freshman,School of Arts and Sciences,1,0,['SA' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
1397,Donna Richmond,F,858737499,2004-10-10,Junior,School of Arts and Sciences,0,0,['RA' 'WS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000
1398,Alicia Love DVM,F,686111951,2003-09-17,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MS' 'MZH'],Apartment,1,1,1,4000-6000,6000
1399,Leslie Gregory,F,297387236,2002-08-13,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,8000
1400,Angela Franklin,F,463415447,2002-04-19,Freshman,School of Arts and Sciences,0,1,['WS' 'BS' 'BH'],Suite,1,1,1,6000-8000,7000
1401,Donna Sanders,F,338030643,2001-06-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'RA' 'MH'],Suite,1,0,1,8000-11000,11000
1402,Robin Molina,F,583828516,2004-12-13,Senior,School of Arts and Sciences,0,0,['CS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,6000
1403,John Kemp PhD,M,308876813,2004-02-05,Sophomore,School of Arts and Sciences,0,1,['CS' 'SA' 'RA'],Suite,1,1,1,4000-6000,5000
1404,Norma Torres,F,702084174,2004-09-01,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,6000-8000,8000
1405,Danielle Nguyen,F,756342674,2000-01-11,Sophomore,School of Environmental and Biological Sciences,0,1,['SA' 'BS' 'AH'],Apartment,1,1,1,8000-11000,10000
1406,Jessica Jones,F,778297953,2001-04-03,Senior,School of Engineering,0,0,['BS' 'MS' 'MRS'],Apartment,1,1,1,4000-6000,6000
1407,Janet Russell,F,939728953,2004-06-06,Freshman,School of Engineering,0,1,['AH' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,5000
1408,Shari Brown,F,368020805,2000-07-18,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,7000
1409,Donna Allen,F,543825626,2005-05-08,Junior,School of Arts and Sciences,0,0,['MS' 'RA' 'CS'],Suite,1,1,1,4000-6000,6000
1410,Richard Johnson,M,164916613,2000-11-25,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MS' 'MZH'],Suite,1,1,1,6000-8000,8000
1411,Chelsea Baker,F,315382871,2003-09-15,Freshman,School of Engineering,0,0,['JS' 'MH' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000
1412,Andrew Wyatt,M,253566200,2002-06-25,Junior,School of Management and Labor Relations,0,0,['BS' 'MRS' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,11000
1413,Justin Neal,M,576735582,2003-06-09,Senior,School of Arts and Sciences,0,0,['BS' 'TS' 'MRS'],Apartment,1,1,1,6000-8000,8000
1414,Tony Pope,M,349932730,2001-06-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'BS' 'WS'],Suite,1,1,1,6000-8000,8000
1415,Sarah Johnson,F,320401393,2001-05-20,Freshman,Mason Gross School of the Arts,0,0,['BS' 'CS' 'TS'],Apartment,1,1,1,4000-6000,6000
1416,Kimberly Esparza,F,333252687,2003-05-11,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'MS'],Suite,1,1,1,8000-11000,10000
1417,Shelly Gates,F,441513014,2002-09-11,Freshman,School of Engineering,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000
1418,Elizabeth Mack,F,325541209,2000-01-19,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,7000
1419,Ruth Hull PhD,F,552802329,2003-02-01,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000
1420,Joseph Williams,M,233005816,2005-05-28,Junior,School of Engineering,0,0,['RA' 'BS' 'SA'],Apartment,1,0,1,8000-11000,11000
1421,Bryan Knox,M,184907345,2001-01-05,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'SA'],Suite,1,1,1,4000-6000,6000
1422,John Golden,M,803118017,2004-07-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MS' 'RA'],Apartment,1,1,1,4000-6000,6000
1423,Michelle Hardy,F,832971413,2003-07-16,Sophomore,School of Engineering,0,0,['SA' 'MH' 'WS'],Suite,1,1,1,8000-11000,11000
1424,Jamie Ruiz,F,526163519,2004-08-13,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,6000
1425,Joshua Williams,M,356708025,2002-11-02,Freshman,School of Communication and Information,0,0,['RA' 'BS' 'AH'],Apartment,1,1,1,8000-11000,11000
1426,Nicholas Powell MD,M,968360519,2004-08-29,Sophomore,School of Communication and Information,0,0,['AH' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000
1427,Mr. Jorge White,M,835374292,2000-08-18,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'MS' 'SA'],Suite,1,1,1,8000-11000,10000
1428,Russell Aguilar,M,711135574,2000-05-18,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'NCA'],Traditional Residence Hall,1,0,1,6000-8000,7000
1429,Robin Lopez,F,923815398,1999-10-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'RA' 'BH'],Suite,1,1,1,6000-8000,8000
1430,Anthony Fields,M,898159430,2004-08-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,11000
1431,Mallory Callahan,F,575127299,1999-12-26,Freshman,School of Communication and Information,0,1,['MRS' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000
1432,Tiffany Johnson,F,429914536,2003-01-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'AH'],Suite,1,1,1,8000-11000,11000
1433,Melissa Beasley,F,332239504,2005-01-13,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'SA'],Suite,1,1,1,4000-6000,5000
1434,Mary Evans,F,626998027,2005-03-31,Junior,School of Arts and Sciences,0,1,['MH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000
1435,Manuel Atkinson,M,146295838,2000-10-25,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MRS'],Suite,1,1,1,8000-11000,11000
1436,Susan Smith,F,165040935,2001-04-05,Senior,School of Arts and Sciences,0,0,['MH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000
1437,Linda Wright,F,416407557,2003-07-10,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'BS'],Suite,1,1,1,6000-8000,8000
1438,Austin Hill,M,236356258,2003-04-29,Junior,Mason Gross School of the Arts,0,1,['AH' 'MRS' 'BS'],Apartment,1,1,1,8000-11000,10000
1439,George Johnson,M,600922792,2003-08-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'WS' 'MS'],Apartment,1,0,1,8000-11000,11000
1440,Kelli Torres,F,554064503,2001-11-14,Sophomore,School of Environmental and Biological Sciences,0,1,['MRS' 'WS' 'TS'],Apartment,1,1,1,8000-11000,10000
1441,Anna Parker,F,663182001,2001-10-27,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'BS'],Suite,1,1,1,6000-8000,8000
1442,David Bender,M,785881887,2000-06-19,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000
1443,Jeremy Rubio,M,950736827,2000-12-25,Senior,School of Environmental and Biological Sciences,0,0,['MS' 'RA' 'NCA'],Apartment,1,0,1,4000-6000,6000
1444,Daniel Hayden,M,598667703,2005-08-29,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'MZH' 'MRS'],Apartment,1,0,1,4000-6000,6000
1445,Karen Garcia,F,682973256,2002-02-04,Freshman,School of Engineering,0,0,['RA' 'BS' 'MRS'],Apartment,1,1,1,8000-11000,11000
1446,David Wang,M,601314701,2003-05-18,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000
1447,Sue Ramirez,F,130674859,2001-05-01,Freshman,School of Arts and Sciences,0,1,['CS' 'AH' 'BH'],Suite,1,1,1,6000-8000,7000
1448,Diana Sanchez,F,648266098,2004-12-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'BH'],Apartment,1,1,1,8000-11000,11000
1449,Kelly Thomas,F,852699862,2001-12-01,Freshman,School of Engineering,0,0,['MS' 'AH' 'WS'],Apartment,1,1,1,8000-11000,11000
1450,Jacob Thompson,M,555652043,2002-11-08,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'NCA'],Suite,1,1,1,6000-8000,8000
1451,Thomas Sanders,M,717589776,2004-06-07,Junior,School of Arts and Sciences,1,1,['NCA' 'SA' 'TS'],Apartment,1,1,1,4000-6000,5000
1452,Samantha Horn,F,538689491,2004-04-26,Junior,School of Management and Labor Relations,0,0,['BS' 'SA' 'WS'],Suite,1,1,1,8000-11000,11000
1453,Sara Farrell,F,142794811,1999-11-20,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MZH'],Suite,1,1,1,6000-8000,8000
1454,Deborah Powell,F,461656798,2000-09-09,Freshman,Mason Gross School of the Arts,0,1,['MRS' 'JS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000
1455,Carol Kelly,F,723007121,2000-04-07,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000
1456,Marie Harrington,F,735093013,2003-08-24,Freshman,School of Engineering,0,0,['SA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000
1457,Jay Carroll,M,198220375,2000-08-19,Senior,School of Engineering,0,0,['BS' 'MRS' 'MZH'],Suite,1,1,1,4000-6000,6000
1458,Jacqueline White,F,499513543,2001-09-26,Junior,School of Arts and Sciences,0,0,['WS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
1459,Jonathan Weaver,M,124209482,2002-05-30,Junior,School of Arts and Sciences,0,0,['BS' 'MS' 'AH'],Suite,1,1,1,8000-11000,11000
1460,Teresa Hill,F,627859219,2003-03-21,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'CS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000
1461,Stacey Foster,F,962470735,2000-08-01,Freshman,School of Social Work,0,1,['BS' 'MZH' 'TS'],Apartment,1,1,1,8000-11000,10000
1462,Randall Jensen,M,682235250,2000-11-09,Senior,School of Engineering,0,0,['AH' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000
1463,William Arnold,M,362411321,2003-04-20,Sophomore,School of Arts and Sciences,0,1,['MS' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,10000
1464,Martha Wheeler,F,871398116,2003-07-31,Senior,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000
1465,Caroline James,F,268655989,1999-12-21,Freshman,School of Communication and Information,0,0,['RA' 'JS' 'NCA'],Suite,1,1,1,8000-11000,11000
1466,Shannon Johnson,F,121211117,2001-11-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000
1467,Lisa Thomas,F,323289884,2001-09-22,Senior,School of Arts and Sciences,0,1,['BH' 'NCA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,5000
1468,Hayley Jimenez,F,123584978,2001-02-02,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Apartment,1,0,1,4000-6000,6000
1469,Linda Smith,F,506441981,2002-12-29,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'MRS'],Traditional Residence Hall,1,0,1,8000-11000,10000
1470,Brittney Thomas,F,257289326,2002-04-06,Junior,Mason Gross School of the Arts,0,1,['MS' 'SA' 'RA'],Suite,1,1,1,4000-6000,5000
1471,Angela Fox,F,700599968,2003-05-13,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000
1472,Sarah Hicks,F,409310399,2002-03-23,Sophomore,School of Arts and Sciences,0,1,['MS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
1473,Jessica Graham,F,368720751,2000-10-31,Senior,Mason Gross School of the Arts,0,1,['SA' 'RA' 'NCA'],Suite,1,1,1,6000-8000,7000
1474,Daniel Joseph,M,490637624,2000-01-20,Freshman,School of Social Work,0,0,['BS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,11000
1475,Albert Gay,M,870054976,2005-07-17,Sophomore,School of Management and Labor Relations,0,0,['MRS' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000
1476,Cassandra Nguyen,F,601049763,2003-06-04,Freshman,School of Social Work,0,0,['AH' 'SA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000
1477,Wanda Townsend,F,797769248,2004-02-17,Freshman,School of Arts and Sciences,0,0,['MS' 'BH' 'NCA'],Suite,1,1,1,6000-8000,8000
1478,Alexis Erickson MD,F,634623065,2003-09-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,5000
1479,Eric Young,M,552424246,2002-09-22,Sophomore,School of Arts and Sciences,1,0,['NCA' 'RA' 'BH'],Suite,1,1,1,6000-8000,8000
1480,Michael Brown,M,217127644,2004-01-08,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000
1481,Darryl Graves,M,262842609,2001-11-26,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MH' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000
1482,Sabrina Martin,F,686299961,2001-03-29,Junior,School of Engineering,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,11000
1483,Ryan Davis,M,128157354,2002-02-23,Freshman,School of Management and Labor Relations,0,0,['RA' 'BS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,11000
1484,Daniel Lee,M,419909378,1999-12-02,Sophomore,School of Arts and Sciences,0,1,['SA' 'MRS' 'BS'],Suite,1,1,1,4000-6000,5000
1485,Danielle Stanley,F,544014225,2004-12-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'JS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
1486,David Powell,M,221914847,1999-11-23,Sophomore,School of Engineering,0,0,['MZH' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000
1487,Mary Russell,F,848397651,2001-12-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'TS' 'BS'],Apartment,1,1,1,4000-6000,5000
1488,Mr. Roger Richardson,M,683871263,2002-04-30,Sophomore,School of Arts and Sciences,0,1,['TS' 'MRS' 'NCA'],Traditional Residence Hall,1,0,1,8000-11000,10000
1489,Deanna Morris,F,519811953,2001-01-11,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BS' 'BH'],Suite,1,1,1,8000-11000,11000
1490,Timothy Smith,M,148151295,2002-05-09,Junior,Mason Gross School of the Arts,0,0,['RA' 'MRS' 'BS'],Suite,1,1,1,4000-6000,6000
1491,Ms. Stacy Middleton,F,656433486,2001-12-14,Junior,School of Engineering,0,1,['NCA' 'JS' 'BS'],Suite,1,1,1,4000-6000,5000
1492,Dale Johnson,M,239030400,2003-11-24,Sophomore,School of Arts and Sciences,0,1,['JS' 'RA' 'AH'],Apartment,1,1,1,4000-6000,5000
1493,Monica Duncan,F,677138676,2004-09-09,Sophomore,School of Communication and Information,0,1,['BS' 'MZH' 'RA'],Apartment,1,1,1,8000-11000,10000
1494,Heidi Jones,F,720567675,2004-09-29,Freshman,School of Arts and Sciences,1,0,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000
1495,Sarah Wilson,F,915089044,1999-10-02,Sophomore,School of Communication and Information,0,0,['RA' 'WS' 'BS'],Suite,1,1,1,4000-6000,6000
1496,Jennifer Leach,F,218333028,2002-01-02,Senior,School of Arts and Sciences,1,0,['MS' 'MH' 'MZH'],Apartment,1,1,1,8000-11000,11000
1497,Shane Kelly,M,209416531,2005-04-14,Freshman,School of Communication and Information,0,0,['NCA' 'SA' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000
1498,Jack Miller,M,539005898,2000-05-26,Sophomore,School of Social Work,0,0,['NCA' 'SA' 'TS'],Suite,1,1,1,4000-6000,6000
1499,Cynthia Foster,F,289465823,2000-01-25,Sophomore,School of Management and Labor Relations,0,0,['MS' 'SA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000
1500,David Bass,M,150008549,2003-09-23,Sophomore,School of Arts and Sciences,0,0,['WS' 'MRS' 'BS'],Suite,1,1,1,4000-6000,6000
1501,Gail Taylor,F,160098331,2002-05-19,Freshman,School of Communication and Information,1,0,['MS' 'SA' 'MZH'],Suite,1,1,1,6000-8000,8000
1502,Ronnie Massey,M,881643035,2003-08-07,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000
1503,Bethany Fox,F,819641042,2004-10-25,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'NCA'],Suite,1,1,1,4000-6000,6000
1504,Andrew Green,M,412194546,2001-08-04,Freshman,School of Arts and Sciences,0,1,['NCA' 'MRS' 'SA'],Suite,1,1,1,4000-6000,5000
1505,Scott Sullivan,M,731245713,2004-02-19,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Suite,1,1,1,6000-8000,8000
1506,Rebekah Jordan,F,124763859,2002-10-06,Junior,School of Environmental and Biological Sciences,0,0,['RA' 'BS' 'TS'],Suite,1,1,1,8000-11000,11000
1507,Shawn Chandler,M,248571447,2004-03-02,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'MH'],Suite,1,1,1,4000-6000,6000
1508,Johnny Alvarado DDS,M,650458099,2003-08-04,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
1509,Brian Barnett,M,293340532,2004-02-23,Freshman,School of Communication and Information,0,0,['MRS' 'SA' 'MH'],Apartment,1,1,1,8000-11000,11000
1510,Jose Massey,M,302281674,2000-05-17,Freshman,School of Social Work,0,0,['BS' 'WS' 'MZH'],Traditional Residence Hall,1,0,1,8000-11000,11000
1511,Michael Hunt,M,435897894,2003-04-09,Sophomore,School of Engineering,0,1,['SA' 'JS' 'MS'],Apartment,1,1,1,4000-6000,5000
1512,Tiffany Ibarra,F,283282386,1999-12-16,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'NCA' 'BS'],Suite,1,0,1,4000-6000,6000
