name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Corey Frank,M,675637021,2004-07-01,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'MRS' 'BS'],Apartment,1,1,1,4000-6000,7000
Katherine Peterson,F,760528116,2004-01-06,Junior,School of Communication and Information,0,0,['BS' 'MH' 'TS'],Apartment,1,1,0,6000-8000,9000
Kari Mccall,F,132905127,2004-05-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'MRS' 'BS'],Apartment,1,0,1,6000-8000,9000
David Ryan,M,290165493,2003-10-28,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'JS' 'RA'],Suite,1,0,1,4000-6000,7000
Christopher Jacobson,M,455615778,2000-01-18,Freshman,School of Communication and Information,0,1,['BS' 'RA' 'MS'],Suite,1,1,1,6000-8000,9000
Breanna Kim,F,312739250,2005-03-18,Freshman,School of Arts and Sciences,0,0,['MS' 'CS' 'BS'],Apartment,1,1,1,8000-11000,12000
Elizabeth Ward,F,884050320,2004-03-29,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
Melissa Meyer,F,579216646,2000-03-17,Senior,Mason Gross School of the Arts,0,0,['MRS' 'JS' 'SA'],Suite,1,1,1,8000-11000,12000
Austin Wright,M,489246663,2004-06-25,Sophomore,School of Arts and Sciences,0,0,['AH' 'MS' 'BS'],Suite,1,1,1,4000-6000,7000
Andrew Mullins,M,533758434,2003-08-31,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'NCA' 'AH'],Apartment,1,1,1,4000-6000,7000
Benjamin Brooks,M,128951970,2004-01-03,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'CS'],Apartment,1,1,1,8000-11000,12000
Maria Jones,F,578816531,2000-03-13,Junior,School of Communication and Information,0,1,['RA' 'SA' 'JS'],Traditional Residence Hall,1,0,1,8000-11000,12000
Gregory Wallace,M,151181736,2004-03-09,Junior,School of Engineering,0,0,['RA' 'NCA' 'MH'],Suite,1,1,1,4000-6000,7000
Michael Robbins,M,645408638,1999-12-06,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,7000
Steve Parks,M,635070442,2003-05-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Shannon Thomas,F,212250825,2003-09-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000
Christopher Galvan,M,522611246,2004-08-17,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Robert Golden,M,148566971,2003-11-17,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,1,1,1,4000-6000,7000
Lisa King,F,353661940,2002-05-19,Sophomore,School of Arts and Sciences,0,0,['BH' 'NCA' 'SA'],Suite,1,1,1,8000-11000,12000
John Wilson,M,662628615,2003-12-06,Freshman,School of Arts and Sciences,0,0,['JS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Kyle Davis,M,730878289,2002-08-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Suite,1,1,1,8000-11000,12000
April Brooks,F,603112497,2000-10-04,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MRS' 'SA'],Apartment,1,1,1,8000-11000,12000
Keith Cooper,M,556254700,2002-10-10,Sophomore,School of Environmental and Biological Sciences,0,1,['BS' 'TS' 'SA'],Apartment,1,1,1,4000-6000,7000
Alicia Mcconnell,F,107616597,2000-11-12,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'JS' 'RA'],Suite,1,0,1,8000-11000,12000
Michael Padilla,M,412842010,2003-08-06,Sophomore,School of Engineering,0,1,['MH' 'MRS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Wendy Schmitt,F,207429231,2002-06-15,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000
Dana Dunn,F,500823131,2000-04-21,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'WS'],Suite,1,1,1,8000-11000,12000
Wesley Barber,M,516115700,2001-10-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Alex Santos,M,402474464,2001-06-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MRS' 'TS'],Suite,1,1,1,4000-6000,7000
Lauren Yang,F,846966368,2000-02-06,Freshman,School of Arts and Sciences,0,1,['BH' 'RA' 'WS'],Apartment,1,1,1,6000-8000,9000
Richard Alvarado,M,561834577,2005-01-13,Senior,School of Arts and Sciences,0,0,['BS' 'BH' 'SA'],Apartment,1,1,1,8000-11000,12000
Michael Wilson,M,165495109,2001-02-25,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Brenda Richard,F,707755904,2004-01-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MS' 'RA'],Suite,1,1,1,4000-6000,7000
Frank Walker,M,826944304,2001-10-29,Senior,School of Arts and Sciences,1,0,['AH' 'BS' 'SA'],Suite,1,0,1,6000-8000,9000
Nathan Simpson,M,785097514,2001-08-31,Senior,School of Management and Labor Relations,0,0,['SA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Carl Moran,M,177435353,2002-02-09,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'WS'],Apartment,1,1,1,8000-11000,12000
Julie Simpson,F,524851354,2005-04-01,Sophomore,School of Engineering,0,0,['JS' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Cassandra Lewis,F,569405519,2000-04-09,Freshman,School of Arts and Sciences,0,0,['MRS' 'AH' 'NCA'],Suite,1,1,0,4000-6000,7000
Craig Olson,M,181985247,2002-10-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'TS' 'CS'],Apartment,1,1,1,4000-6000,7000
Lauren Carroll,F,963697190,2001-01-05,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'BH'],Suite,1,0,1,8000-11000,12000
Jay Schneider,M,457249236,2001-05-30,Sophomore,School of Arts and Sciences,0,0,['BH' 'AH' 'BS'],Suite,1,1,1,4000-6000,7000
Jeffrey Gordon,M,728752659,2000-12-24,Freshman,School of Communication and Information,0,1,['MRS' 'SA' 'BS'],Apartment,1,1,0,6000-8000,9000
Howard Mccarthy,M,748017094,2005-07-27,Sophomore,School of Engineering,0,1,['MS' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,7000
Mathew Ramirez,M,140481576,2005-02-04,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'MS'],Apartment,1,0,1,8000-11000,12000
Mariah Martin,F,114084312,2003-05-14,Sophomore,School of Arts and Sciences,0,0,['MH' 'CS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Cynthia Rhodes,F,169055336,2005-02-04,Sophomore,School of Arts and Sciences,0,1,['RA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Mary Fuentes,F,631597467,2004-01-25,Freshman,School of Engineering,0,0,['TS' 'MZH' 'SA'],Apartment,1,1,1,6000-8000,9000
Stephanie Nichols,F,387703520,2002-06-30,Sophomore,School of Arts and Sciences,1,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Robert Carr,M,203922840,2000-02-11,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,12000
Stacey Krueger,F,954026067,2001-04-19,Sophomore,School of Arts and Sciences,0,0,['MS' 'MH' 'TS'],Apartment,1,1,1,6000-8000,9000
Dean Parrish,M,935764901,2004-04-14,Sophomore,School of Communication and Information,0,1,['WS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,7000
Haley Perry,F,445187201,2004-12-10,Junior,School of Management and Labor Relations,0,1,['SA' 'JS' 'MS'],Suite,1,1,1,6000-8000,9000
Tara Gonzales,F,905391352,2004-01-07,Freshman,Mason Gross School of the Arts,0,0,['RA' 'MZH' 'SA'],Apartment,1,1,1,8000-11000,12000
Amanda Patterson,F,618875934,2004-10-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MRS' 'RA'],Suite,1,1,1,4000-6000,7000
Jeff Williams,M,873135957,2004-08-21,Freshman,School of Arts and Sciences,0,0,['CS' 'WS' 'NCA'],Suite,1,1,0,8000-11000,12000
Tracy Romero,F,964905775,1999-12-17,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Bailey Mckay,F,178113555,2001-08-23,Freshman,School of Arts and Sciences,0,1,['MRS' 'JS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Nancy Garcia,F,659528472,2002-09-08,Freshman,Mason Gross School of the Arts,0,0,['SA' 'CS' 'BS'],Suite,1,1,1,4000-6000,7000
Mr. Jorge Garrett DDS,M,366420440,2002-12-01,Junior,Mason Gross School of the Arts,0,1,['MS' 'SA' 'MZH'],Apartment,1,1,1,8000-11000,12000
Cassandra Rios,F,739561144,2002-02-18,Sophomore,School of Management and Labor Relations,0,1,['MS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Shannon Contreras,M,470765407,2002-05-07,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'TS'],Suite,1,1,1,8000-11000,12000
Gina Smith,F,674662268,2000-12-19,Freshman,School of Management and Labor Relations,0,0,['NCA' 'AH' 'MS'],Suite,1,1,1,8000-11000,12000
Kurt Martinez,M,274715759,2001-07-30,Junior,School of Communication and Information,0,0,['JS' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Hailey Watts,F,455322793,1999-12-30,Freshman,School of Management and Labor Relations,0,1,['CS' 'SA' 'MS'],Suite,1,0,1,4000-6000,7000
Alexandra Thomas,F,311863929,2000-01-27,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'CS'],Apartment,1,1,1,6000-8000,9000
Timothy Meyer,M,741831288,2002-02-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'BS'],Apartment,1,1,1,8000-11000,12000
David Paul,M,960159769,2002-03-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'TS' 'AH'],Suite,1,1,1,8000-11000,12000
Kirsten Wheeler,F,209126072,2001-10-30,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'NCA'],Suite,1,0,1,8000-11000,12000
Brittney Jennings,F,633187795,2003-04-18,Freshman,Mason Gross School of the Arts,0,0,['JS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Jared Padilla,M,805117727,2002-06-25,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'MZH'],Apartment,1,1,1,6000-8000,9000
Dawn Ali,F,932739998,2002-08-16,Freshman,School of Arts and Sciences,0,1,['RA' 'WS' 'MH'],Apartment,1,1,1,8000-11000,12000
Stacey Lopez,F,436046343,2002-02-01,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000
Jonathan Cardenas,M,473198554,2003-01-04,Freshman,School of Engineering,0,1,['MZH' 'WS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
John Todd,M,565945658,2003-10-26,Freshman,School of Management and Labor Relations,0,1,['MZH' 'JS' 'MS'],Suite,1,1,1,8000-11000,12000
Donna Sampson,F,591685097,2001-05-18,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000
Jason Moreno,M,327256657,2004-07-29,Freshman,School of Arts and Sciences,0,1,['BH' 'NCA' 'CS'],Apartment,1,1,1,8000-11000,12000
Jessica Powell,F,190041496,2003-01-06,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'CS'],Suite,1,1,1,8000-11000,12000
Debbie Guzman,F,863368669,2001-04-15,Sophomore,School of Environmental and Biological Sciences,0,0,['MS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
Alicia Moore,F,643253098,1999-11-27,Senior,School of Arts and Sciences,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,7000
Kimberly Grimes,F,495620572,2003-06-18,Junior,School of Arts and Sciences,0,1,['NCA' 'CS' 'BS'],Traditional Residence Hall,1,0,1,6000-8000,9000
Jacob Mahoney,M,505133924,2002-12-25,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BH' 'SA' 'MS'],Suite,1,0,1,8000-11000,12000
Kayla Arnold,F,636061740,2004-05-13,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Apartment,1,1,0,6000-8000,9000
Stephanie Griffith,F,106782176,2003-11-25,Freshman,School of Communication and Information,0,0,['SA' 'JS' 'TS'],Suite,1,0,1,6000-8000,9000
Alexis Cannon,F,944254915,2004-03-06,Sophomore,School of Arts and Sciences,0,1,['SA' 'BS' 'AH'],Apartment,1,1,1,6000-8000,9000
Jose Thompson,M,597930884,2000-01-14,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000
Brian Robinson,M,963022079,2004-06-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'RA'],Apartment,1,1,1,6000-8000,9000
Robert Brown,M,469480026,2003-07-27,Sophomore,School of Social Work,0,1,['SA' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000
Sue Mullen,F,583734050,2003-05-14,Junior,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Michael Bell,M,866253426,2005-01-30,Sophomore,School of Engineering,0,0,['BS' 'NCA' 'RA'],Traditional Residence Hall,1,0,0,6000-8000,9000
Paula Liu,F,100909090,2002-01-18,Sophomore,School of Social Work,0,0,['NCA' 'WS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Sandra Morgan,F,483886339,1999-11-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000
Steven Mills,M,877881154,2003-04-10,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MZH' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Lindsey Browning,F,300864700,2000-12-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000
Robert King,M,148410323,2001-11-08,Freshman,Mason Gross School of the Arts,1,0,['BS' 'MZH' 'MRS'],Apartment,1,1,1,8000-11000,12000
Stephanie Boyer,F,581059571,2001-05-14,Junior,School of Management and Labor Relations,0,0,['WS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000
Natalie Burke,F,326752051,2000-07-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'RA'],Apartment,1,1,1,6000-8000,9000
Mr. Ryan Wilkinson,M,457585552,2005-04-17,Junior,Mason Gross School of the Arts,0,0,['NCA' 'JS' 'MS'],Suite,1,1,1,8000-11000,12000
Anthony Rogers,M,124350404,2005-09-17,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'AH' 'SA'],Suite,1,1,1,8000-11000,12000
Brittany Deleon,F,951221704,2002-07-31,Junior,School of Arts and Sciences,0,0,['BH' 'MRS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Daniel Landry,M,539109423,2002-12-21,Freshman,School of Arts and Sciences,0,0,['RA' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000
Jonathan Miller,M,758701139,2003-04-02,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['MH' 'WS' 'AH'],Suite,1,1,1,8000-11000,12000
William Massey,M,896335711,2001-09-21,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
Patricia Campbell,F,178102235,2005-01-18,Sophomore,School of Arts and Sciences,0,0,['TS' 'MRS' 'MH'],Suite,1,1,1,6000-8000,9000
Gregory Ware,M,941243464,2000-01-30,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'RA' 'MZH'],Suite,1,0,1,8000-11000,12000
Robert Wheeler,M,177017702,2001-03-30,Freshman,School of Management and Labor Relations,0,0,['BS' 'NCA' 'MS'],Suite,1,1,1,8000-11000,12000
Judy Rich,F,614876179,2005-05-29,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'BH' 'MZH'],Suite,1,1,1,8000-11000,12000
Richard Herring,M,625397028,2001-02-27,Sophomore,School of Management and Labor Relations,0,0,['BH' 'MH' 'BS'],Suite,1,1,0,8000-11000,12000
Richard Walsh,M,636086238,2004-07-16,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'MS' 'SA'],Suite,1,1,1,6000-8000,9000
Nicholas Dunn,M,349213401,2004-03-01,Sophomore,School of Engineering,0,0,['BH' 'MH' 'SA'],Suite,1,1,1,4000-6000,7000
Jared Jackson,M,913628848,2001-08-05,Freshman,School of Arts and Sciences,0,0,['JS' 'BS' 'WS'],Apartment,1,0,1,8000-11000,12000
Elizabeth Mcgee,F,791495904,2000-08-23,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Judith Garcia,F,810326228,2002-12-18,Sophomore,School of Engineering,0,0,['BH' 'BS' 'MRS'],Traditional Residence Hall,1,0,1,8000-11000,12000
Beth Small,F,227587940,2003-06-07,Junior,School of Environmental and Biological Sciences,0,0,['TS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,7000
Sabrina Ramirez,F,643698381,2001-02-08,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Brendan Sutton,M,260360140,2003-03-31,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MS' 'WS'],Apartment,1,1,1,8000-11000,12000
Vincent Booth,M,566362466,2000-01-24,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'CS' 'TS'],Apartment,1,0,1,8000-11000,12000
James Smith,M,295129991,2001-01-09,Freshman,School of Management and Labor Relations,0,0,['TS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
Maria Avery,F,111266509,1999-11-18,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'MH' 'BS'],Suite,1,1,1,4000-6000,7000
Michael Zhang,M,786521019,2005-06-11,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'TS'],Apartment,1,1,1,6000-8000,9000
Michael Travis,M,417636392,2005-01-24,Freshman,School of Communication and Information,0,0,['MS' 'TS' 'WS'],Suite,1,1,1,8000-11000,12000
John Buck,M,559594740,2001-06-08,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000
Dennis Ramsey,M,858541458,2002-04-20,Freshman,School of Social Work,0,0,['MS' 'BS' 'MH'],Suite,1,1,1,4000-6000,7000
Kaylee Hall,F,335210631,2000-04-28,Freshman,School of Arts and Sciences,0,0,['BH' 'MH' 'WS'],Suite,1,1,1,4000-6000,7000
Joshua Mcbride,M,920519277,2005-09-18,Freshman,School of Management and Labor Relations,0,1,['SA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000
Cory Velazquez,M,710796266,2003-12-07,Sophomore,School of Communication and Information,0,1,['BS' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Danielle Warren,F,572667755,2001-10-31,Senior,School of Management and Labor Relations,0,1,['RA' 'AH' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Rhonda Perkins,F,653176688,2001-05-24,Senior,School of Arts and Sciences,0,1,['NCA' 'BH' 'MS'],Suite,1,1,1,4000-6000,7000
Donald Daniel,M,359866444,2005-03-01,Junior,School of Communication and Information,0,0,['AH' 'MZH' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Claudia Davis,F,372785509,2004-09-18,Freshman,School of Environmental and Biological Sciences,0,1,['SA' 'BS' 'NCA'],Suite,1,0,1,6000-8000,9000
Charles Martin,M,376104237,2005-07-18,Senior,School of Arts and Sciences,0,0,['MZH' 'SA' 'BS'],Apartment,1,1,1,6000-8000,9000
Dawn Dorsey,F,564295133,1999-11-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MRS' 'SA'],Suite,1,1,1,4000-6000,7000
Steven Mckee,M,148275609,2003-12-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'JS' 'BS'],Apartment,1,1,1,6000-8000,9000
Kayla Evans,F,654989049,2003-04-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MH' 'SA'],Suite,1,1,1,6000-8000,9000
Austin Smith,M,476210426,1999-11-26,Senior,School of Management and Labor Relations,0,1,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Jimmy Sherman,M,223669618,2001-07-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'NCA'],Apartment,1,1,1,6000-8000,9000
Ashley Villanueva,F,324496296,2001-03-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'CS' 'RA'],Suite,1,1,1,8000-11000,12000
Sara Anderson,F,568713484,2001-11-01,Sophomore,School of Arts and Sciences,0,1,['WS' 'AH' 'MZH'],Apartment,1,1,1,8000-11000,12000
Sarah Hernandez,F,536556405,2003-11-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Holly Fletcher,F,603574738,2000-06-07,Junior,School of Arts and Sciences,0,0,['BS' 'WS' 'JS'],Apartment,1,1,1,6000-8000,9000
Anthony Sullivan,M,665816837,2005-02-23,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'MS'],Apartment,1,0,1,8000-11000,12000
Nicole Hall DDS,F,374895362,1999-12-19,Freshman,School of Environmental and Biological Sciences,0,1,['AH' 'JS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
John Larson,M,101439094,2000-03-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MH' 'WS'],Apartment,1,1,1,4000-6000,7000
Dawn Valentine,F,106635695,2004-02-05,Freshman,School of Communication and Information,0,0,['BH' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000
Kara Herrera,F,754337950,2003-05-02,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['NCA' 'BS' 'SA'],Suite,1,1,1,4000-6000,7000
Kimberly Grant,F,193287910,2002-06-29,Senior,School of Arts and Sciences,0,0,['RA' 'TS' 'MRS'],Apartment,1,1,1,8000-11000,12000
Emily Acosta,F,129987437,2004-08-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'JS' 'NCA'],Suite,1,1,1,8000-11000,12000
Miranda Gibson,F,866318192,2001-12-30,Senior,School of Management and Labor Relations,0,1,['CS' 'MH' 'MZH'],Suite,1,1,1,4000-6000,7000
Kyle Garcia,M,938377782,2000-04-16,Freshman,School of Engineering,0,0,['NCA' 'MRS' 'SA'],Suite,1,1,1,6000-8000,9000
Heather Jarvis,F,276025673,2003-11-08,Sophomore,School of Social Work,0,1,['BS' 'RA' 'WS'],Apartment,1,1,1,8000-11000,12000
David Ward,M,381429715,2001-05-15,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'NCA'],Suite,1,1,1,6000-8000,9000
Jennifer Blair,F,815138049,2002-01-19,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'AH' 'TS'],Apartment,1,1,1,6000-8000,9000
Philip Johnson,M,234688047,2004-08-01,Junior,Mason Gross School of the Arts,0,0,['BS' 'MH' 'BH'],Apartment,1,1,1,8000-11000,12000
Katie Stevens,F,163896181,1999-12-14,Senior,School of Communication and Information,0,1,['MS' 'RA' 'WS'],Apartment,1,1,1,8000-11000,12000
Andrew Potts,M,492689977,2001-08-20,Sophomore,School of Communication and Information,0,1,['BS' 'MH' 'MS'],Apartment,1,1,1,8000-11000,12000
