name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Cynthia Thompson,F,942804638,2001-05-17,Junior,School of Management and Labor Relations,0,0,['MRS' 'TS' 'BS'],Apartment,1,1,1,4000-6000,7000,"[288344586, 665909093]"
Steve Hebert,M,739090770,2003-03-25,Junior,School of Arts and Sciences,0,1,['BS' 'TS' 'RA'],Apartment,1,1,1,4000-6000,7000,"[706954826, 129987437]"
Jordan Patterson,M,377921735,2004-07-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,7000,"[247599955, 339092033]"
Michael Hardy,M,574786012,2004-11-11,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000,"[853189138, 393218106]"
Jenna Arnold,F,255959178,2005-01-28,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Suite,1,1,1,6000-8000,9000,"[935764901, 332580116]"
David Baker,M,197934268,2001-03-01,Sophomore,School of Arts and Sciences,0,1,['WS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,"[223669618, 718327577]"
Michael Stevens,M,740595294,2003-03-01,Sophomore,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Suite,1,1,1,4000-6000,7000,[744098382]
Mario Mason,M,227527804,2000-08-24,Sophomore,School of Arts and Sciences,0,0,['SA' 'WS' 'MZH'],Suite,1,1,1,8000-11000,12000,"[361610445, 797605561]"
Cathy Alexander,F,709518091,2002-07-05,Sophomore,School of Arts and Sciences,0,0,['WS' 'RA' 'BH'],Suite,1,1,1,8000-11000,12000,"[772922766, 291964555]"
Johnathan Klein,M,831529360,2001-11-12,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'MZH'],Apartment,1,1,1,8000-11000,12000,"[213742093, 385119120]"
Lauren Peters,F,578200288,2003-07-13,Junior,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Suite,1,0,1,4000-6000,7000,[786510045]
Leonard Jackson,M,529708447,2001-04-17,Junior,School of Environmental and Biological Sciences,0,0,['NCA' 'MZH' 'RA'],Suite,1,1,1,4000-6000,7000,[411387375]
Janice Oconnor,F,393218106,2005-01-09,Sophomore,School of Social Work,0,0,['CS' 'MS' 'SA'],Suite,1,1,1,8000-11000,12000,[853189138]
Jeffery Lang,M,346480151,2005-08-22,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'NCA' 'RA'],Apartment,1,1,1,8000-11000,12000,"[704009774, 226874837]"
Paula Gonzalez,F,555012696,2000-12-01,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Suite,1,1,1,4000-6000,7000,"[615640608, 690124743]"
Sarah Rhodes,F,228255825,2004-04-30,Sophomore,School of Arts and Sciences,1,0,['MRS' 'NCA' 'MZH'],Suite,1,1,0,8000-11000,12000,"[537407684, 945620180]"
Tiffany Mclaughlin,F,562148157,2003-06-23,Junior,School of Engineering,0,0,['BS' 'MZH' 'MH'],Suite,1,1,1,8000-11000,12000,"[824596456, 374484134]"
Rebecca Santiago,F,733160099,2000-12-28,Freshman,School of Communication and Information,0,1,['BS' 'MS' 'NCA'],Apartment,1,0,1,8000-11000,12000,"[850010452, 446726850]"
Lisa Hart,F,282689789,2003-08-26,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,0,0,4000-6000,7000,"[949367149, 874951269]"
Marie Hale,F,945815688,2002-03-07,Freshman,School of Engineering,1,1,['NCA' 'RA' 'BH'],Suite,1,1,1,8000-11000,12000,[455303008]
Anthony Rogers,M,578128972,2005-07-10,Junior,School of Engineering,0,1,['NCA' 'MZH' 'WS'],Suite,1,0,1,4000-6000,7000,[960027453]
Emily Reyes,F,828841476,2005-04-01,Freshman,School of Arts and Sciences,0,1,['SA' 'BH' 'JS'],Suite,1,1,1,8000-11000,12000,[894235792]
Michael Horton,M,178664117,2004-12-05,Sophomore,School of Engineering,0,0,['MS' 'BS' 'TS'],Apartment,1,1,0,8000-11000,12000,"[866374623, 647589385]"
Donna Garcia,F,897740188,2004-05-17,Junior,School of Arts and Sciences,0,0,['CS' 'MZH' 'MS'],Apartment,1,1,1,6000-8000,9000,"[961953962, 467263985]"
David Austin,M,416536178,2002-05-16,Senior,Edward J. Bloustein School of Planning and Public Policy,1,0,['NCA' 'BS' 'RA'],Suite,1,1,0,8000-11000,12000,"[241378092, 250880344]"
Michael Rojas,M,764946528,2005-04-25,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000,"[243273857, 629099054]"
Gary Guerrero,M,941549748,2005-07-13,Freshman,School of Social Work,0,0,['NCA' 'RA' 'MH'],Suite,1,1,1,4000-6000,7000,"[607286113, 277133278]"
Justin Harrison,M,597084011,2005-07-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'TS'],Suite,1,0,1,6000-8000,9000,"[319386676, 653746662]"
Elizabeth Gonzalez,F,378509682,2000-06-02,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MH'],Suite,1,0,1,4000-6000,7000,[937051033]
Ryan Fox,M,832087313,2003-08-27,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000,[650618170]
Patty Smith,F,874951269,2000-06-25,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MS'],Suite,1,1,1,6000-8000,9000,[949367149]
Lindsay Kane,F,614520682,2004-11-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'BS' 'SA'],Suite,1,1,1,4000-6000,7000,[148321595]
Mrs. Melanie Harper,F,676201013,2002-11-01,Junior,School of Arts and Sciences,0,0,['CS' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,9000,"[167510388, 239282989]"
Andrew Cisneros,M,394815712,2000-11-21,Sophomore,School of Communication and Information,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[904524098, 274259477]"
Rhonda Williams,F,233212675,2001-03-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[329947476, 778542615]"
Gabriella Luna,F,617603160,2001-06-07,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'AH'],Apartment,1,1,1,4000-6000,7000,"[516616662, 341676823]"
Stacy Vargas,F,406462960,2002-11-29,Freshman,School of Communication and Information,0,0,['JS' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,7000,[990531147]
Michael Pierce,M,120764310,2000-05-09,Sophomore,School of Communication and Information,1,0,['JS' 'RA' 'BS'],Suite,1,1,1,6000-8000,9000,"[308347153, 330126607]"
Ryan Carlson,M,906669178,1999-12-12,Sophomore,School of Arts and Sciences,0,1,['MRS' 'JS' 'WS'],Suite,1,1,1,4000-6000,7000,"[579366017, 885970433]"
Curtis Steele,M,512068498,2002-08-14,Junior,School of Engineering,0,0,['MRS' 'JS' 'CS'],Suite,1,1,1,8000-11000,12000,"[116023359, 383851452]"
Sarah Martinez,F,275252001,2005-03-22,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'WS' 'BS'],Suite,1,1,1,4000-6000,7000,"[605074279, 996988163]"
Amanda Reyes,F,529384530,2001-06-14,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000,"[850044736, 599790268]"
Alan Clark,M,956315145,2002-05-31,Junior,School of Engineering,0,1,['BS' 'NCA' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[524797138, 731221976]"
Trevor Mason,M,181293295,2003-07-03,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'RA' 'TS'],Traditional Residence Hall,1,0,1,4000-6000,7000,[780510111]
Deborah Pollard,F,593389047,2001-07-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'WS' 'SA'],Suite,1,1,1,4000-6000,7000,"[464603679, 161814900]"
Stephanie Petersen,F,915286349,2001-09-21,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'CS'],Suite,1,1,1,8000-11000,12000,"[681760057, 171976980]"
Steven Sawyer,M,326126059,2000-07-06,Freshman,School of Engineering,0,0,['BS' 'TS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[427153202, 835984229]"
Madison Owens,F,724099949,2002-06-26,Sophomore,School of Arts and Sciences,0,1,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[242427871, 193703895]"
Brian Irwin,M,613520750,2004-07-31,Junior,School of Communication and Information,0,1,['NCA' 'RA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[199868887, 533954525]"
Mr. Maxwell Griffin,M,574005212,2002-12-31,Junior,School of Arts and Sciences,0,0,['BS' 'MRS' 'MS'],Apartment,1,1,1,6000-8000,9000,"[616705617, 904005711]"
Dennis Wilson,M,842967329,2002-05-08,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'CS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[896847251, 628190529]"
Alexa Allen,F,234753457,2002-10-05,Junior,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[269391933, 990507314]"
Margaret Small,F,806684581,2005-09-25,Junior,School of Engineering,0,0,['MS' 'MH' 'CS'],Apartment,1,1,1,8000-11000,12000,"[479746912, 722610312]"
Caleb Roman,M,741282452,2002-12-14,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,7000,[289585977]
Stephen Stewart,M,821736837,2004-08-05,Sophomore,School of Communication and Information,0,1,['BS' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[727401636]
James Fletcher,M,937473183,2000-04-15,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MZH' 'RA'],Apartment,1,1,1,4000-6000,7000,[294942623]
Elizabeth Nguyen,F,468312612,2005-06-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[398500857, 749553266]"
Joshua Fritz,M,921035880,1999-11-02,Freshman,School of Arts and Sciences,0,0,['WS' 'BH' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[192999311, 852560833]"
Jennifer Hamilton,F,944379524,2005-04-02,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['RA' 'WS' 'SA'],Apartment,1,1,1,4000-6000,7000,"[683732129, 425603845]"
Christian Hamilton,M,992670967,2002-01-09,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,7000,[423328588]
Bianca Martin DDS,F,325687853,2003-07-26,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'WS'],Apartment,1,1,1,8000-11000,12000,"[566950607, 372155189]"
Deborah Walton,F,310383546,2002-09-29,Junior,School of Arts and Sciences,0,0,['TS' 'AH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[596515890]
Brian Davis,M,668298611,2003-03-17,Freshman,School of Arts and Sciences,0,0,['MRS' 'BH' 'BS'],Suite,1,1,1,4000-6000,7000,[158428343]
Tara Evans,F,998091646,2004-03-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'WS' 'CS'],Apartment,1,1,1,6000-8000,9000,[426290340]
Timothy Murray,M,297817937,2004-09-23,Junior,School of Arts and Sciences,0,0,['SA' 'CS' 'MS'],Suite,1,1,1,6000-8000,9000,[402304429]
Charles Lowery,M,411387375,2000-04-26,Junior,School of Communication and Information,0,0,['MZH' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[222042165, 529708447]"
Jose Smith,M,675447551,2002-02-09,Senior,School of Arts and Sciences,0,0,['BS' 'BH' 'NCA'],Suite,1,1,1,4000-6000,7000,"[187864478, 275855267]"
Ms. Brandi Carr PhD,F,765718306,2004-11-24,Sophomore,School of Engineering,0,0,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,0,8000-11000,12000,"[132257721, 199127500]"
Jesse Bond,M,333208605,2004-05-15,Junior,School of Management and Labor Relations,0,1,['NCA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[129922566, 735990126]"
Casey Jones,M,793963875,2000-10-05,Senior,School of Social Work,0,1,['SA' 'JS' 'MZH'],Suite,1,1,1,4000-6000,7000,"[892197296, 265395651]"
Bryan Moses,M,645781577,2004-09-24,Junior,School of Arts and Sciences,0,1,['MRS' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000,"[611505291, 407025552]"
Jonathan Vasquez,M,745206460,2002-04-09,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'CS'],Apartment,1,1,1,4000-6000,7000,[662384270]
Bobby Benson,M,137928705,2004-05-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'WS' 'MZH'],Apartment,1,1,1,8000-11000,12000,"[742689489, 263206545]"
Reginald Anderson,M,863706310,2000-11-20,Freshman,School of Arts and Sciences,0,1,['TS' 'BS' 'AH'],Suite,1,1,1,8000-11000,12000,[499666951]
Kelli Taylor,F,614235486,2003-07-14,Sophomore,School of Communication and Information,1,1,['MS' 'RA' 'SA'],Suite,1,1,1,4000-6000,7000,"[636940885, 971093122]"
Brett Joseph,M,254303405,2002-10-09,Freshman,School of Management and Labor Relations,0,1,['BS' 'SA' 'MRS'],Traditional Residence Hall,1,1,0,8000-11000,12000,"[124353799, 263779340]"
Jeffrey Pierce,M,933524155,2001-10-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'MRS'],Suite,1,0,1,8000-11000,12000,"[804569432, 414799907]"
Steven Ochoa,M,392022065,2002-11-06,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'JS' 'WS'],Suite,1,1,1,6000-8000,9000,"[740971543, 140269955]"
Daniel Mora,M,819804305,2005-03-21,Freshman,School of Environmental and Biological Sciences,0,0,['MRS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000,[770556537]
Taylor Flowers,F,924475394,2001-06-14,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000,"[300864700, 805117727]"
Darius Brown,M,886507421,2000-03-08,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['TS' 'RA' 'JS'],Suite,1,1,0,8000-11000,12000,[844838408]
Dalton Campbell,M,593754958,2002-07-11,Freshman,School of Arts and Sciences,0,1,['MRS' 'SA' 'WS'],Suite,1,1,1,8000-11000,12000,"[897599819, 314028650]"
Jessica Gray,F,888740494,2003-01-07,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'TS' 'SA'],Suite,1,0,1,8000-11000,12000,"[523092198, 472070690]"
Elizabeth Baker,F,489612065,2000-03-06,Senior,School of Arts and Sciences,0,1,['SA' 'MS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[117489274, 599489808]"
Sharon Roach,F,348361960,2003-11-04,Freshman,Mason Gross School of the Arts,0,1,['CS' 'MZH' 'SA'],Suite,1,1,1,4000-6000,7000,"[511992348, 887272170]"
Samantha Rogers,F,120728086,2001-03-19,Junior,School of Arts and Sciences,0,1,['BS' 'NCA' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[957729401, 533742651]"
John Thomas,M,806189486,2003-09-27,Sophomore,School of Management and Labor Relations,0,0,['BH' 'RA' 'JS'],Suite,1,0,1,8000-11000,12000,"[713776321, 595361233]"
Todd Mann,M,203840744,1999-10-10,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'MZH'],Suite,1,1,1,6000-8000,9000,[617785941]
Randall Wells,M,167443468,2001-11-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[582250803]
Johnathan Smith,M,857347225,2002-10-02,Junior,School of Arts and Sciences,0,0,['MZH' 'RA' 'NCA'],Apartment,1,1,0,8000-11000,12000,"[408695522, 963244380]"
Steven Avila,M,758746511,2002-07-28,Freshman,School of Engineering,0,0,['SA' 'MH' 'BS'],Suite,1,1,1,4000-6000,7000,"[986577787, 260187009]"
Jacob Holden,M,281881903,1999-10-31,Junior,School of Arts and Sciences,0,0,['MS' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000,[388807508]
Lisa Grimes,F,505071220,2003-04-11,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,9000,"[714709006, 204231433]"
Stephen Kline,M,409854217,2003-01-28,Junior,School of Engineering,0,0,['BS' 'MZH' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[161068574, 203795735]"
Nathan Pham,M,850643583,2005-09-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'CS' 'BS'],Apartment,1,1,1,4000-6000,7000,[479665689]
Joseph Bishop DVM,M,142315981,2000-01-09,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,7000,"[747746680, 293827941]"
Mrs. Laurie Estrada,F,747479768,2004-08-08,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000,"[644253942, 795787204]"
Gregg Jordan,M,212495182,2003-08-26,Senior,School of Engineering,0,0,['MS' 'JS' 'BS'],Apartment,1,1,1,4000-6000,7000,"[922168466, 642717789]"
Omar Duran,M,851207395,2000-11-13,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'MRS'],Suite,1,1,1,6000-8000,9000,[174460655]
Lisa Brown DDS,F,163836646,2004-07-15,Senior,Mason Gross School of the Arts,0,0,['MS' 'TS' 'BS'],Traditional Residence Hall,1,1,0,8000-11000,12000,"[749462610, 688131998]"
James Pearson,M,967077089,2004-09-22,Sophomore,School of Arts and Sciences,0,0,['MRS' 'RA' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,9000,[441323217]
Robert Kline,M,478435780,2002-01-31,Freshman,School of Arts and Sciences,1,0,['CS' 'MS' 'MH'],Suite,1,1,1,4000-6000,7000,[613018268]
Robin Gordon,F,497951436,2000-08-11,Sophomore,School of Communication and Information,0,0,['MRS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[131675107, 919278169]"
Andrew Gregory,M,349027753,2000-09-03,Senior,School of Communication and Information,0,0,['SA' 'AH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[705859578, 828364590]"
Shannon Chambers,F,371663215,2005-08-15,Sophomore,School of Engineering,0,0,['BH' 'MH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[417636392, 433539218]"
Paul Haynes,M,804235221,2005-02-14,Freshman,School of Arts and Sciences,0,0,['RA' 'JS' 'MH'],Suite,1,1,1,6000-8000,9000,[940833526]
Julia Wheeler,F,657962854,2004-12-11,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'CS'],Suite,1,1,1,6000-8000,9000,"[652093821, 957346112]"
Kristine Chandler,F,960778102,2001-01-16,Junior,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Apartment,1,1,0,4000-6000,7000,"[220868862, 764427185]"
Rodney Smith,M,912509644,2002-05-13,Sophomore,School of Arts and Sciences,0,0,['MRS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[276596369, 796202929]"
Kimberly Walker,F,617758162,2001-04-24,Freshman,School of Arts and Sciences,0,1,['TS' 'MH' 'BS'],Suite,1,1,1,6000-8000,9000,"[758701139, 456131248]"
Carolyn Andrews,F,329947476,2001-11-25,Freshman,School of Social Work,0,0,['RA' 'NCA' 'SA'],Suite,1,1,1,8000-11000,12000,"[233212675, 778542615]"
Aaron Grant,M,272667602,2000-04-17,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Suite,1,1,1,6000-8000,9000,"[485853094, 726969449]"
Brian Henry,M,156472252,1999-12-28,Freshman,School of Management and Labor Relations,0,1,['BH' 'BS' 'RA'],Apartment,1,1,1,4000-6000,7000,[758742679]
Thomas Powell,M,289585977,2001-03-24,Junior,Mason Gross School of the Arts,0,0,['RA' 'MS' 'NCA'],Suite,1,0,1,8000-11000,12000,"[507273981, 741282452]"
Karen Spencer,F,930133022,2002-02-22,Senior,School of Arts and Sciences,0,0,['SA' 'AH' 'MZH'],Suite,1,1,1,6000-8000,9000,"[305675182, 121668135]"
Travis Mueller,M,232230593,2000-06-14,Junior,School of Arts and Sciences,0,1,['SA' 'BS' 'MH'],Suite,1,1,1,6000-8000,9000,"[500361086, 863354639]"
Steven Patterson,M,537940886,2004-07-10,Junior,School of Arts and Sciences,0,0,['NCA' 'SA' 'MRS'],Suite,1,0,1,8000-11000,12000,"[526217800, 767739887]"
Leonard Malone,M,568307513,2004-03-23,Sophomore,School of Management and Labor Relations,0,0,['CS' 'SA' 'TS'],Suite,1,1,1,6000-8000,9000,[911462890]
Stephanie Woodward,F,297115671,2004-03-25,Junior,School of Arts and Sciences,0,0,['MH' 'MRS' 'MZH'],Apartment,1,1,1,8000-11000,12000,[414163962]
Clayton Wilkerson,M,986325800,2000-09-19,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000,[290371275]
Benjamin Dickerson,M,258180494,2002-12-09,Freshman,School of Engineering,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,[113105586]
Sarah Stone,F,617225929,2003-05-04,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MS' 'NCA'],Suite,1,0,1,6000-8000,9000,"[623018099, 444583879]"
Maria Stevenson,F,211571668,2003-08-20,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['AH' 'CS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000,[406864414]
Kimberly Johnson,F,485463553,2003-02-18,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000,"[215294090, 323050019]"
Gary Mason,M,562991982,2000-09-07,Freshman,School of Communication and Information,0,1,['SA' 'TS' 'RA'],Apartment,1,1,0,6000-8000,9000,"[886121930, 924085406]"
Linda Mendez,F,141612062,2000-01-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,7000,"[436781197, 938377782]"
Kevin Beard,M,580810313,2001-02-22,Junior,School of Engineering,1,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,9000,"[255879525, 186440668]"
Jody Campbell,F,561261769,2004-08-27,Junior,Mason Gross School of the Arts,0,1,['RA' 'AH' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[145246176, 156192943]"
Aaron Alvarado,M,891117504,2000-06-06,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000,"[462894812, 732984335]"
William Reilly,M,434103788,2003-05-11,Junior,School of Communication and Information,0,0,['RA' 'SA' 'MRS'],Suite,1,1,1,8000-11000,12000,[854683484]
Angel White,F,436781197,2003-11-19,Junior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[141612062, 938377782]"
Stephanie Baker,F,645130642,2002-01-21,Sophomore,School of Social Work,0,0,['SA' 'TS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[512100232, 978755356]"
Jason Powell,M,529917899,2002-07-27,Junior,Mason Gross School of the Arts,0,0,['TS' 'WS' 'BH'],Apartment,1,1,1,4000-6000,7000,"[737498876, 502504938]"
Kerry Hansen,M,695254722,2003-10-26,Freshman,School of Arts and Sciences,0,0,['JS' 'BS' 'AH'],Suite,1,1,1,4000-6000,7000,"[915021141, 277212858]"
Grant Owens,M,220970126,2004-03-29,Senior,School of Arts and Sciences,0,1,['CS' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000,[469010661]
