name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Bruce Miller,M,673718108,2000-05-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Michael Malone,M,102279210,2004-07-06,Sophomore,Mason Gross School of the Arts,0,0
Brandy Smith,F,767971280,2001-03-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeffrey Walker,M,589720360,2001-05-22,Sophomore,School of Environmental and Biological Sciences,0,0
James Price,M,328308116,2003-02-28,Sophomore,School of Engineering,0,0
Christopher Mendoza,M,396155541,2004-06-26,Junior,School of Engineering,0,1
Elaine Daugherty,F,797591059,2000-07-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
James Velasquez,M,277531727,2004-07-26,Freshman,School of Social Work,0,0
Cristina Garza,F,647723587,2001-05-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeffrey Wilson,M,426351914,2004-10-17,Freshman,School of Engineering,0,0
Kevin Campbell,M,895560185,2001-04-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Cindy Hughes,F,279238695,2004-04-25,Sophomore,School of Engineering,0,0
Sharon Cooke MD,F,297854546,2000-01-07,Senior,School of Management and Labor Relations,0,0
Trevor Cabrera,M,616535756,2002-06-30,Freshman,School of Communication and Information,0,0
Alex White,M,135447186,2002-02-17,Senior,Mason Gross School of the Arts,0,1
Jennifer Jones,F,976415017,2003-10-29,Freshman,School of Arts and Sciences,0,1
Bonnie Velez,F,983557730,2003-02-22,Senior,School of Social Work,0,0
Kimberly Taylor,F,967802451,2004-07-06,Freshman,School of Arts and Sciences,0,0
Thomas Gill,M,536909676,2004-01-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Daniel Chase,M,365714767,2005-03-04,Freshman,School of Social Work,0,0
Douglas White,M,191450596,2001-10-13,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Katherine Taylor,F,338155452,2001-03-19,Freshman,School of Arts and Sciences,0,0
Patrick Johnson,M,251127414,2001-01-09,Freshman,School of Management and Labor Relations,0,0
Isaiah Clay,M,146720672,2000-01-10,Freshman,School of Social Work,0,0
Kayla Kim,F,242270428,2005-04-13,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Dustin Carter,M,628555365,2000-10-23,Freshman,School of Management and Labor Relations,0,0
Debbie Campbell,F,353177411,2004-09-05,Freshman,School of Management and Labor Relations,0,1
David Barber,M,176725670,2004-06-25,Sophomore,School of Management and Labor Relations,0,0
Anne Jackson,F,353016208,2004-01-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Anthony Walker,M,570874985,2001-08-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Erika Meadows,F,993802985,2003-07-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Peter Prince,M,758814799,2003-04-13,Junior,School of Engineering,0,0
Timothy Yates,M,660632875,2003-10-16,Senior,School of Management and Labor Relations,1,0
Angela Lloyd,F,431167221,2002-10-08,Sophomore,Mason Gross School of the Arts,0,0
Justin Saunders,M,885003151,2002-01-11,Junior,School of Social Work,0,0
Brian Crane,M,965984126,2002-11-10,Freshman,School of Management and Labor Relations,0,1
Nicholas Bennett,M,617387670,2004-08-16,Sophomore,Mason Gross School of the Arts,0,1
Jennifer Petty,F,704250890,2004-02-24,Junior,School of Arts and Sciences,0,1
Karen Ortiz,F,528332351,2005-01-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Vazquez,M,871639198,2001-12-02,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Gary Howell,M,512061712,2001-07-30,Freshman,School of Engineering,0,0
Alison Montoya,F,867403144,2004-10-28,Junior,School of Communication and Information,0,1
Thomas Williamson,M,239202544,2001-10-30,Freshman,School of Social Work,0,0
Monique Rice,F,761310184,2000-07-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Jason Henry,M,197369866,2001-03-15,Sophomore,School of Management and Labor Relations,0,0
Earl Fleming,M,985487456,2004-09-24,Senior,School of Management and Labor Relations,0,0
Michael Lewis,M,750359343,2000-09-25,Junior,Mason Gross School of the Arts,0,1
Christine Wagner,F,625057702,2004-08-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Frank Sullivan,M,600641831,2001-12-16,Sophomore,School of Engineering,0,0
Dakota Patel,M,852791979,2003-07-27,Freshman,School of Social Work,0,0
Alicia Gomez,F,486312847,2003-04-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Karen Palmer,F,106879447,2002-05-18,Junior,Mason Gross School of the Arts,0,0
Wendy Valdez,F,267976184,2000-04-30,Junior,Mason Gross School of the Arts,0,0
Ronald Flores,M,669174022,2004-12-09,Junior,School of Arts and Sciences,0,0
Cheryl Hudson,F,630674901,2000-02-05,Junior,School of Environmental and Biological Sciences,0,0
Angela Collins,F,843412519,2000-02-18,Junior,School of Management and Labor Relations,0,1
Curtis Cooper,M,211072391,2000-04-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Heather Richardson,F,420472885,2001-04-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Olivia Phillips,F,733571476,2002-10-30,Freshman,School of Environmental and Biological Sciences,0,0
Regina Mitchell,F,267316942,2000-05-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Christian Pitts,M,199705946,1999-10-01,Junior,School of Social Work,0,0
Shane Myers,M,741926729,2005-01-04,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Michael Perez,M,556879490,2003-03-15,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Diana Scott,F,565730072,2005-09-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
Carolyn Leblanc,F,385879898,2005-07-16,Freshman,Mason Gross School of the Arts,0,1
Mr. James Robinson,M,585831591,2005-02-08,Sophomore,School of Communication and Information,0,0
Kimberly Bell,F,321583648,2001-11-14,Junior,School of Engineering,0,0
Sara Walsh,F,671942490,2004-03-09,Sophomore,School of Social Work,0,1
Bradley Diaz,M,799637016,1999-10-23,Sophomore,School of Communication and Information,0,1
Evan Grant,M,165846247,2005-06-22,Senior,School of Engineering,0,0
Julie Ryan,F,968674954,2001-09-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Sarah Cooper,F,163769215,2004-05-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Dylan James,M,954055029,2003-07-16,Freshman,School of Social Work,0,0
Steven Garcia,M,857869538,2001-12-13,Freshman,School of Communication and Information,0,0
Jeremy Lowe,M,844988717,2000-10-10,Freshman,School of Social Work,0,0
Ryan Smith,M,111338721,2005-02-10,Sophomore,School of Communication and Information,0,0
Jeremy Walker,M,532078581,2000-08-17,Freshman,School of Arts and Sciences,0,0
Debra Lewis,F,635205947,2000-09-29,Freshman,School of Communication and Information,0,1
Justin Jensen,M,865104916,2000-02-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Tracy Vaughn,F,674365108,2003-04-22,Freshman,School of Environmental and Biological Sciences,0,0
Monique Henry,F,824918564,2001-01-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Michele Chavez MD,F,945240657,2000-03-26,Sophomore,School of Management and Labor Relations,0,1
Michael Kelly,M,478023394,2001-12-16,Sophomore,School of Arts and Sciences,0,0
Nicholas Page,M,206700327,2000-05-20,Junior,School of Environmental and Biological Sciences,0,1
Cheryl Boyd,F,299377966,2003-02-06,Freshman,School of Arts and Sciences,0,1
Darius Stark,M,293183575,2003-03-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Deborah Blankenship,F,782499862,2001-12-26,Senior,School of Management and Labor Relations,0,0
Samuel Hardy,M,251219387,2002-10-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Alan Anderson,M,189622318,2005-01-22,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0
Ricky Mckenzie,M,396419129,2000-08-28,Senior,School of Management and Labor Relations,0,1
Terry Guerrero,M,181572090,2000-03-24,Freshman,School of Arts and Sciences,0,0
Melissa Davis,F,814972399,2003-11-17,Freshman,School of Engineering,0,0
Dr. Debra Zhang,F,963783057,2003-01-11,Senior,School of Environmental and Biological Sciences,0,0
Kevin Vargas,M,572703785,2002-02-10,Freshman,School of Engineering,0,1
Matthew Rowland,M,727684226,2000-03-09,Junior,School of Engineering,0,0
Denise Terry,F,598852544,2004-12-31,Sophomore,School of Social Work,0,0
Amanda Nguyen,F,969359186,2005-05-09,Freshman,School of Communication and Information,0,1
Jennifer Ortega,F,129908364,2004-09-21,Sophomore,School of Arts and Sciences,0,0
Sherry White,F,574288600,2000-04-20,Sophomore,School of Management and Labor Relations,0,0
Aaron Hill,M,137240277,2001-09-27,Sophomore,School of Arts and Sciences,0,0
Michele Wong,F,349375697,2004-12-21,Junior,School of Management and Labor Relations,0,0
Anthony Moss,M,799997541,2002-04-05,Freshman,School of Social Work,0,0
Lisa Mosley,F,780324025,2001-08-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Lindsey Fitzpatrick,F,421315304,2003-09-05,Junior,School of Environmental and Biological Sciences,0,0
Joseph Duran,M,258719269,2004-12-03,Freshman,School of Environmental and Biological Sciences,1,0
Scott Harvey,M,364367241,2005-06-26,Junior,School of Environmental and Biological Sciences,0,0
Charles Murray,M,664681589,2004-07-15,Senior,Mason Gross School of the Arts,0,0
James Gray,M,307676903,2003-12-20,Sophomore,School of Management and Labor Relations,0,0
Adam Hill,M,594253177,2000-11-09,Sophomore,School of Social Work,0,1
Nicolas Clark,M,383988959,2001-02-12,Freshman,School of Arts and Sciences,0,0
Kristina Ward,F,883627147,2000-09-18,Freshman,School of Communication and Information,0,0
Crystal Chandler,F,373244080,2004-07-07,Junior,School of Environmental and Biological Sciences,0,0
Kyle Burnett,M,942194209,2001-03-02,Freshman,School of Engineering,1,0
Michael Johnson,M,761502067,2002-05-15,Sophomore,School of Engineering,0,1
Michael Campbell,M,166682283,2004-12-06,Sophomore,Mason Gross School of the Arts,0,1
Michelle Williams,F,338045890,2001-09-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Mary Gonzalez,F,909914837,2002-01-22,Freshman,School of Environmental and Biological Sciences,0,0
Tyler Cobb,M,268499491,2003-08-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Mr. Jeremiah May,M,363377151,2003-09-14,Freshman,School of Arts and Sciences,0,0
Katie Moore,F,104344231,2004-04-11,Freshman,School of Arts and Sciences,0,1
John Fields,M,771016859,2000-07-08,Junior,School of Arts and Sciences,0,0
Sean Mendoza,M,308447229,2001-06-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Kelly Evans,F,749048581,2002-06-02,Sophomore,School of Arts and Sciences,0,0
James Rodriguez,M,776169512,2001-06-16,Sophomore,School of Arts and Sciences,0,0
Cheryl Holder,F,817414359,2000-07-04,Freshman,School of Communication and Information,0,0
Joseph Simmons,M,319024105,2005-07-30,Freshman,School of Management and Labor Relations,0,0
Alyssa Newman,F,486756874,2001-04-09,Freshman,School of Arts and Sciences,0,0
Tamara Barber,F,280617449,2001-11-12,Senior,School of Arts and Sciences,0,0
Peggy Parks,F,238866029,2005-09-12,Senior,Mason Gross School of the Arts,0,0
Jessica Weaver,F,661142502,2005-06-28,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Jeffery Fields,M,532497758,2005-06-26,Sophomore,School of Environmental and Biological Sciences,0,1
Joseph Benson,M,756404854,2002-10-19,Senior,Mason Gross School of the Arts,0,0
Daniel Green,M,343455072,2005-03-11,Freshman,Rutgers Business School–Newark and New Brunswick,1,0
Michelle Henderson,F,762307420,2002-06-20,Junior,School of Environmental and Biological Sciences,0,0
Dr. Debra Mccall MD,F,538759996,2000-10-10,Freshman,School of Arts and Sciences,0,0
Mark Fuller,M,717544337,2004-08-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Jessica Turner,F,651476260,2004-08-25,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Evan James,M,615171440,2003-09-16,Junior,School of Arts and Sciences,0,1
Michael Clayton,M,857769528,2001-01-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Melissa Cooper,F,521001288,2003-09-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Matthew Villa,M,921007689,2002-05-23,Junior,School of Engineering,0,0
Mr. Steven Gonzales,M,327881280,2004-11-03,Freshman,School of Engineering,0,0
Stephanie Hernandez,F,833688583,2004-08-22,Sophomore,School of Arts and Sciences,0,0
Jimmy Smith,M,872329533,2004-04-22,Junior,School of Engineering,0,1
Travis Daniel,M,528331848,2003-01-27,Sophomore,School of Environmental and Biological Sciences,0,1
Heather Lee,F,658471385,2004-01-20,Junior,School of Social Work,0,0
Jennifer Floyd,F,122794862,2000-03-14,Sophomore,School of Communication and Information,0,0
Thomas Carroll,M,805044065,2004-01-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Ashley Wilson DVM,F,388502001,2000-06-17,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Samantha Bowen,F,320743201,2005-01-08,Junior,School of Social Work,0,1
Renee Berger,F,693742946,2004-07-16,Freshman,School of Arts and Sciences,0,1
Mary Cline,F,720016236,2001-01-12,Sophomore,School of Arts and Sciences,1,1
Robin Shaffer,F,422453654,2000-03-30,Sophomore,Mason Gross School of the Arts,0,0
Mrs. Christy Mitchell,F,805280166,2001-02-24,Freshman,School of Engineering,0,0
Jordan Wright,M,135360375,2003-05-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
James Smith,M,147650101,2000-12-04,Junior,School of Social Work,0,0
Anne Malone,F,603719894,2001-09-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Kelly Franklin,F,939901649,2004-10-09,Junior,School of Management and Labor Relations,0,0
Steven Thomas,M,940705996,2003-03-14,Senior,Mason Gross School of the Arts,1,1
Amanda Leach,F,932000663,2000-09-15,Sophomore,School of Communication and Information,0,0
Jesse Sellers,M,736695492,2004-10-06,Sophomore,School of Communication and Information,0,0
Mark Kennedy,M,434306151,2000-12-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Connie Odonnell,F,212214782,1999-10-03,Freshman,School of Social Work,0,0
Jeanette Kim,F,928498836,2000-05-05,Freshman,School of Social Work,0,0
Sally Sexton,F,261349542,2003-09-17,Freshman,School of Engineering,0,0
Edward Henderson,M,901463458,2004-08-16,Freshman,Mason Gross School of the Arts,0,0
Brenda Butler,F,836452174,2004-05-27,Junior,School of Arts and Sciences,0,0
Darren Miller,M,501447062,2000-04-16,Sophomore,School of Engineering,0,1
Carolyn Stein,F,256367916,2002-05-20,Senior,School of Environmental and Biological Sciences,0,0
Michael White,M,650218263,2004-03-16,Senior,School of Arts and Sciences,0,0
Vanessa Cervantes,F,827223184,2004-05-31,Freshman,School of Social Work,0,0
Nathan Woods,M,676025637,2000-01-23,Sophomore,Mason Gross School of the Arts,0,0
Brittany Richardson,F,726280850,2005-05-20,Freshman,Mason Gross School of the Arts,0,1
Timothy Adams,M,254350982,2000-02-16,Freshman,School of Environmental and Biological Sciences,0,0
Carolyn Moon,F,950573957,2004-02-18,Sophomore,School of Social Work,0,0
James Valentine,M,551745585,2004-11-13,Freshman,School of Arts and Sciences,0,0
Frank Anderson,M,141750412,2002-09-27,Sophomore,School of Arts and Sciences,0,0
Jeremy Molina,M,610472995,2004-05-09,Sophomore,School of Engineering,0,0
Kerry Delgado,F,890388844,2005-06-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Douglas Wallace,M,126676863,2004-06-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Monica Decker,F,707047566,2000-08-05,Sophomore,School of Management and Labor Relations,0,0
Sarah Harrell,F,444260586,2004-12-01,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Jenna Andrews,F,340508072,2002-07-18,Junior,School of Engineering,0,0
Mary Williams,F,593550718,2002-08-02,Sophomore,School of Engineering,0,1
Kristy Cummings,F,734081131,1999-10-01,Freshman,School of Management and Labor Relations,0,0
Kimberly Young,F,134150306,2004-09-20,Sophomore,School of Environmental and Biological Sciences,0,0
Heather English,F,567939220,2000-09-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Tamara Davidson,F,390799038,2001-01-17,Freshman,School of Arts and Sciences,0,0
Luis West,M,428110528,2002-02-01,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Ashley Richards,F,151892313,2005-07-24,Sophomore,School of Social Work,0,1
Eric Snyder,M,261701889,2003-01-10,Freshman,School of Arts and Sciences,0,0
Carolyn Coffey,F,460079639,2004-06-23,Sophomore,Mason Gross School of the Arts,0,0
John Stark,M,434676416,2001-01-23,Junior,School of Engineering,0,0
Robert Melton,M,112383398,2002-07-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
